"","sample_id","rcapid","soc","soc_sd","soc_measured","sample_top","sample_bottom","texture","elevation","long","lat","landuse","State"
"6767",125373,"F1509R044",2.667290173,1.658216958,"modeled",0,11,"",NA,-84.77,32.37,"R","GA"
"6768",125376,"F1509R045",2.37658847,1.47749178,"modeled",0,7,"",NA,-84.77,32.37,"R","GA"
"6769",136867,"F1802F961",6.127420735,3.809331687,"modeled",0,5,"fsl",648,-83.91,34.71,"F","GA"
"6770",136873,"F1802F962",12.88805067,8.012320669,"modeled",0,4,"fsl",648,-83.91,34.71,"F","GA"
"6771",136877,"F1802F963",6.836433347,4.250114902,"modeled",0,5,"l",648,-83.91,34.71,"F","GA"
"6772",136881,"F1802F964",13.93872469,8.665509998,"modeled",0,5,"fsl",648,-83.91,34.71,"F","GA"
"6773",136885,"F1802F965",4.74377351,2.949137578,"modeled",0,7,"sl",648,-83.91,34.71,"F","GA"
"6774",136907,"F1802F981",33.67,1.617319877,"measured",0,4,"",570,-84.24,34.79,"F","GA"
"6775",136912,"F1802F982",3.085529043,1.918230209,"modeled",0,5,"sl",570,-84.24,34.79,"F","GA"
"6776",136918,"F1802F983",5.424141029,3.37211254,"modeled",0,6,"fsl",570,-84.24,34.79,"F","GA"
"6777",136923,"F1802F984",5.700651251,3.544015074,"modeled",0,3,"l",570,-84.24,34.79,"F","GA"
"6778",136928,"F1802F985",46.19,1.617319877,"measured",0,5,"",570,-84.24,34.79,"F","GA"
"6779",138558,"F1805F901",3.929956513,2.443198945,"modeled",0,7,"sl",530,-83.54,34.72,"F","GA"
"6780",138562,"F1805F902",1.839299732,1.143466893,"modeled",0,5,"sl",530,-83.54,34.72,"F","GA"
"6781",138566,"F1805F903",2.17965248,1.355059432,"modeled",0,5,"sl",530,-83.54,34.72,"F","GA"
"6782",138573,"F1805F904",1.799631472,1.118805691,"modeled",0,6,"sl",530,-83.54,34.72,"F","GA"
"6783",138577,"F1805F905",4.693867107,2.918111466,"modeled",0,5,"fsl",530,-83.54,34.72,"F","GA"
"6784",138581,"F1805F951",11.82,1.617319877,"measured",0,2,"",594,-84.08,34.93,"F","GA"
"6785",138589,"F1805F952",3.74970856,2.331141316,"modeled",0,7,"",594,-84.08,34.93,"F","GA"
"6786",138595,"F1805F953",9.83,1.617319877,"measured",0,2,"",594,-84.08,34.93,"F","GA"
"6787",138603,"F1805F954",3.647393581,2.267533526,"modeled",0,4,"",594,-84.08,34.93,"F","GA"
"6788",138610,"F1805F955",15.31,1.617319877,"measured",0,2,"",594,-84.08,34.93,"F","GA"
"6789",142922,"F1809F921",3.080256573,1.914952388,"modeled",0,5,"l",694,-84.08,34.76,"F","GA"
"6790",142927,"F1809F922",3.818994744,2.374215566,"modeled",0,5,"l",694,-84.08,34.76,"F","GA"
"6791",142931,"F1809F923",4.775627053,2.96894048,"modeled",0,5,"l",694,-84.08,34.76,"F","GA"
"6792",142936,"F1809F924",2.249899171,1.398730816,"modeled",0,5,"sl",694,-84.08,34.76,"F","GA"
"6793",142941,"F1809F925",3.526036437,2.192087488,"modeled",0,7,"l",694,-84.08,34.76,"F","GA"
"6794",143057,"F1809F981",11.90586374,7.401708805,"modeled",0,7,"l",1067,-83.84,34.73,"F","GA"
"6795",143063,"F1809F982",7.866797903,4.890678121,"modeled",0,7,"l",1067,-83.84,34.73,"F","GA"
"6796",143068,"F1809F983",4.846245842,3.012843193,"modeled",0,7,"l",1067,-83.84,34.73,"F","GA"
"6797",143073,"F1809F984",7.344546921,4.566001997,"modeled",0,7,"l",1067,-83.84,34.73,"F","GA"
"6798",143079,"F1809F985",5.560354513,3.456794556,"modeled",0,7,"l",1067,-83.84,34.73,"F","GA"
"6799",7901,"A0116X971",0.85480594,0.531420886,"modeled",0,5,"vfsl",1480,-113.18,42.49,"X","ID"
"6800",7905,"A0116X972",0.825209717,0.513021328,"modeled",0,5,"sil",1480,-113.18,42.49,"X","ID"
"6801",7909,"A0116X973",0.819079277,0.509210119,"modeled",0,5,"sil",1480,-113.18,42.49,"X","ID"
"6802",7913,"A0116X974",0.765510051,0.475906882,"modeled",0,7,"sil",1480,-113.18,42.49,"X","ID"
"6803",7918,"A0116X975",0.840814748,0.522722757,"modeled",0,5,"sil",1480,-113.18,42.49,"X","ID"
"6804",72,"C0101W061",26.85,1.617319877,"measured",0,20,"",1837,-111.15,43.72,"W","ID"
"6805",79,"C0101W062",29.25482674,18.18731622,"modeled",0,5,"sil",1837,-111.15,43.72,"W","ID"
"6806",84,"C0101W063",37.36,1.617319877,"measured",0,51,"",1837,-111.15,43.72,"W","ID"
"6807",88,"C0101W064",33.32763873,20.71932641,"modeled",0,5,"sil",1837,-111.15,43.72,"W","ID"
"6808",93,"C0101W065",0.491506971,0.305563003,"modeled",0,7,"",1837,-111.15,43.72,"W","ID"
"6809",211,"C0102C021",0.91568405,0.569267954,"modeled",0,5,"sil",886,-116.27,43.46,"C","ID"
"6810",215,"C0102C022",0.955182928,0.593823854,"modeled",0,5,"sil",886,-116.27,43.46,"C","ID"
"6811",219,"C0102C023",0.867699237,0.539436468,"modeled",0,5,"sil",886,-116.27,43.46,"C","ID"
"6812",223,"C0102C024",0.853173725,0.53040616,"modeled",0,5,"sil",886,-116.27,43.46,"C","ID"
"6813",227,"C0102C025",0.913548455,0.567940285,"modeled",0,7,"sil",886,-116.27,43.46,"C","ID"
"6814",299,"C0102P021",1.017373614,0.632486933,"modeled",0,5,"fsl",1350,-112.57,43.08,"P","ID"
"6815",304,"C0102P022",0.886954653,0.55140729,"modeled",0,4,"fsl",1350,-112.57,43.08,"P","ID"
"6816",309,"C0102P023",1.03774743,0.645153049,"modeled",0,13,"fsl",1350,-112.57,43.08,"P","ID"
"6817",313,"C0102P024",0.90169035,0.560568267,"modeled",0,10,"sl",1350,-112.57,43.08,"P","ID"
"6818",317,"C0102P025",1.087830221,0.676288819,"modeled",0,18,"sl",1350,-112.57,43.08,"P","ID"
"6819",321,"C0102P031",1.319402408,0.820254005,"modeled",0,5,"sil",1227,-114.52,42.5,"P","ID"
"6820",326,"C0102P032",1.307013067,0.812551726,"modeled",0,10,"sil",1227,-114.52,42.5,"P","ID"
"6821",330,"C0102P033",1.09379893,0.679999482,"modeled",0,7,"sil",1227,-114.52,42.5,"P","ID"
"6822",334,"C0102P034",1.062928418,0.660807716,"modeled",0,6,"sil",1227,-114.52,42.5,"P","ID"
"6823",339,"C0102P035",1.299796865,0.808065514,"modeled",0,6,"sil",1227,-114.52,42.5,"P","ID"
"6824",344,"C0102P041",0.7035031,0.437358028,"modeled",0,7,"l",1362,-113.42,42.54,"P","ID"
"6825",347,"C0102P042",0.861268052,0.53543829,"modeled",0,6,"l",1362,-113.42,42.54,"P","ID"
"6826",350,"C0102P043",0.936350068,0.582115728,"modeled",0,7,"l",1362,-113.42,42.54,"P","ID"
"6827",353,"C0102P044",1.714122673,1.065646068,"modeled",0,6,"l",1362,-113.42,42.54,"P","ID"
"6828",356,"C0102P045",1.024707987,0.63704661,"modeled",0,6,"vfsl",1362,-113.42,42.54,"P","ID"
"6829",374,"C0102R021",0.488055861,0.303417496,"modeled",0,8,"sil",796,-116.55,43.35,"R","ID"
"6830",377,"C0102R022",0.427381136,0.265696869,"modeled",0,5,"sil",796,-116.55,43.35,"R","ID"
"6831",382,"C0102R023",0.412767019,0.256611477,"modeled",0,7,"sil",796,-116.55,43.35,"R","ID"
"6832",386,"C0102R024",0.428692625,0.266512203,"modeled",0,9,"sil",796,-116.55,43.35,"R","ID"
"6833",390,"C0102R025",0.420343419,0.261321619,"modeled",0,6,"sil",796,-116.55,43.35,"R","ID"
"6834",671,"C0103P011",19.56676519,12.16438398,"modeled",0,5,"l",848,-116.55,44.56,"P","ID"
"6835",675,"C0103P012",25.46032708,15.8283289,"modeled",0,5,"l",848,-116.55,44.56,"P","ID"
"6836",679,"C0103P013",9.01955636,5.607331915,"modeled",0,5,"l",848,-116.55,44.56,"P","ID"
"6837",683,"C0103P014",13.25641736,8.241329083,"modeled",0,5,"l",848,-116.55,44.56,"P","ID"
"6838",687,"C0103P015",25.97452438,16.14799816,"modeled",0,5,"l",848,-116.55,44.56,"P","ID"
"6839",798,"C0103R021",6.260698643,3.892188697,"modeled",0,5,"l",988,-116.79,44.6,"R","ID"
"6840",802,"C0103R022",6.895769411,4.287003302,"modeled",0,5,"l",988,-116.79,44.6,"R","ID"
"6841",806,"C0103R023",6.930173821,4.308392042,"modeled",0,5,"l",988,-116.79,44.6,"R","ID"
"6842",810,"C0103R024",6.838980016,4.25169813,"modeled",0,5,"sil",988,-116.79,44.6,"R","ID"
"6843",814,"C0103R025",6.537018496,4.063972881,"modeled",0,5,"l",988,-116.79,44.6,"R","ID"
"6844",949,"C0103X041",1.263342718,0.785402481,"modeled",0,6,"sil",1779,-111.44,43.83,"X","ID"
"6845",954,"C0103X042",1.207539607,0.750710468,"modeled",0,6,"sil",1779,-111.44,43.83,"X","ID"
"6846",958,"C0103X043",1.214001699,0.75472786,"modeled",0,6,"sil",1779,-111.44,43.83,"X","ID"
"6847",963,"C0103X044",1.16429974,0.723828848,"modeled",0,6,"sil",1779,-111.44,43.83,"X","ID"
"6848",967,"C0103X045",1.417543088,0.881266692,"modeled",0,5,"sil",1779,-111.44,43.83,"X","ID"
"6849",1759,"C0106C011",0.627149753,0.389890221,"modeled",0,7,"sil",1201,-114.78,42.52,"C","ID"
"6850",1763,"C0106C012",0.600810019,0.373515177,"modeled",0,7,"sil",1201,-114.78,42.52,"C","ID"
"6851",1767,"C0106C013",0.494057267,0.307148486,"modeled",0,7,"sil",1201,-114.78,42.52,"C","ID"
"6852",1771,"C0106C014",0.590932569,0.367374505,"modeled",0,5,"sil",1201,-114.78,42.52,"C","ID"
"6853",1775,"C0106C015",0.581202154,0.361325242,"modeled",0,6,"sil",1201,-114.78,42.52,"C","ID"
"6854",1779,"C0106C021",0.804333553,0.500042909,"modeled",0,7,"sicl",1396,-114.62,42.32,"C","ID"
"6855",1783,"C0106C022",0.876686659,0.545023822,"modeled",0,6,"sil",1396,-114.62,42.32,"C","ID"
"6856",1788,"C0106C023",0.690559175,0.429310971,"modeled",0,5,"sil",1396,-114.62,42.32,"C","ID"
"6857",1792,"C0106C024",0.749113788,0.465713554,"modeled",0,7,"l",1396,-114.62,42.32,"C","ID"
"6858",1795,"C0106C025",0.874664772,0.543766843,"modeled",0,5,"sicl",1396,-114.62,42.32,"C","ID"
"6859",1802,"C0106C031",0.598511724,0.37208636,"modeled",0,7,"sil",1219,-114.85,42.47,"C","ID"
"6860",1807,"C0106C032",0.498646998,0.310001858,"modeled",0,7,"sil",1219,-114.85,42.47,"C","ID"
"6861",1811,"C0106C033",0.409871048,0.254811092,"modeled",0,5,"sil",1219,-114.85,42.47,"C","ID"
"6862",1815,"C0106C034",0.440754177,0.274010701,"modeled",0,7,"sil",1219,-114.85,42.47,"C","ID"
"6863",1819,"C0106C035",0.469352463,0.291789855,"modeled",0,5,"sil",1219,-114.85,42.47,"C","ID"
"6864",1824,"C0106C041",0.446218026,0.2774075,"modeled",0,9,"sil",1230,-114.8,42.49,"C","ID"
"6865",1830,"C0106C042",0.450631724,0.280151434,"modeled",0,6,"sil",1230,-114.8,42.49,"C","ID"
"6866",1837,"C0106C043",0.484321124,0.301095662,"modeled",0,6,"sil",1230,-114.8,42.49,"C","ID"
"6867",1842,"C0106C044",0.511612739,0.318062477,"modeled",0,9,"sil",1230,-114.8,42.49,"C","ID"
"6868",1846,"C0106C045",0.39770888,0.247250043,"modeled",0,8,"sil",1230,-114.8,42.49,"C","ID"
"6869",1851,"C0106C051",3.296673455,2.049495734,"modeled",0,5,"sil",NA,-116.35,43.53,"C","ID"
"6870",1856,"C0106C052",10.14096467,6.304495762,"modeled",0,5,"sil",NA,-116.35,43.53,"C","ID"
"6871",1861,"C0106C053",1.979505638,1.230630942,"modeled",0,5,"sil",NA,-116.35,43.53,"C","ID"
"6872",1865,"C0106C054",1.383381652,0.860029006,"modeled",0,5,"sil",NA,-116.35,43.53,"C","ID"
"6873",1870,"C0106C055",1.427591634,0.887513733,"modeled",0,5,"sil",NA,-116.35,43.53,"C","ID"
"6874",1976,"C0106R011",0.841551248,0.523180629,"modeled",0,7,"sl",1237,-114.29,42.9,"R","ID"
"6875",1983,"C0106R012",0.844504186,0.525016429,"modeled",0,5,"cl",1237,-114.29,42.9,"R","ID"
"6876",1988,"C0106R013",0.986856199,0.613514683,"modeled",0,6,"sl",1237,-114.29,42.9,"R","ID"
"6877",1993,"C0106R014",0.696352237,0.432912437,"modeled",0,7,"sl",1237,-114.29,42.9,"R","ID"
"6878",1999,"C0106R015",0.978449329,0.60828825,"modeled",0,6,"sl",1237,-114.29,42.9,"R","ID"
"6879",2005,"C0106R021",0.827383303,0.514372616,"modeled",0,5,"vfsl",1308,-114.07,42.42,"R","ID"
"6880",2009,"C0106R022",0.638878302,0.397181696,"modeled",0,6,"vfsl",1308,-114.07,42.42,"R","ID"
"6881",2014,"C0106R023",0.628867539,0.390958145,"modeled",0,7,"vfsl",1308,-114.07,42.42,"R","ID"
"6882",2019,"C0106R024",0.791378845,0.491989149,"modeled",0,7,"vfsl",1308,-114.07,42.42,"R","ID"
"6883",2024,"C0106R025",0.749130989,0.465724248,"modeled",0,6,"vfsl",1308,-114.07,42.42,"R","ID"
"6884",2175,"C0107C021",3.764225124,2.34016606,"modeled",0,5,"sil",848,-117.01,46.59,"C","ID"
"6885",2181,"C0107C022",3.728454561,2.317928002,"modeled",0,5,"sil",848,-117.01,46.59,"C","ID"
"6886",2187,"C0107C023",2.065729029,1.284234817,"modeled",0,5,"sicl",848,-117.01,46.59,"C","ID"
"6887",2196,"C0107C024",3.618496449,2.249568583,"modeled",0,5,"sil",848,-117.01,46.59,"C","ID"
"6888",2201,"C0107C025",3.525636746,2.191839006,"modeled",0,5,"sil",848,-117.01,46.59,"C","ID"
"6889",2261,"C0107C051",0.696569248,0.43304735,"modeled",0,5,"l",1482,-111.9,43.74,"C","ID"
"6890",2267,"C0107C052",0.83842999,0.521240187,"modeled",0,5,"l",1482,-111.9,43.74,"C","ID"
"6891",2272,"C0107C053",0.705615732,0.438671422,"modeled",0,5,"l",1482,-111.9,43.74,"C","ID"
"6892",2277,"C0107C054",0.85393322,0.530878328,"modeled",0,5,"vfsl",1482,-111.9,43.74,"C","ID"
"6893",2283,"C0107C055",0.679492649,0.422431067,"modeled",0,5,"sil",1482,-111.9,43.74,"C","ID"
"6894",2485,"C0107P021",1.292095218,0.803277508,"modeled",0,5,"l",708.5,-116.71,43.89,"P","ID"
"6895",2489,"C0107P022",1.788318911,1.111772831,"modeled",0,5,"",708.5,-116.71,43.89,"P","ID"
"6896",2492,"C0107P023",4.345831037,2.701742314,"modeled",0,5,"",708.5,-116.71,43.89,"P","ID"
"6897",2497,"C0107P024",1.606305221,0.998617468,"modeled",0,5,"",708.5,-116.71,43.89,"P","ID"
"6898",2501,"C0107P025",1.655477092,1.029186931,"modeled",0,5,"",708.5,-116.71,43.89,"P","ID"
"6899",2529,"C0107P041",46.26,1.617319877,"measured",0,12,"",1904,-113.6,44.35,"P","ID"
"6900",2533,"C0107P042",47.09,1.617319877,"measured",0,12,"",1904,-113.6,44.35,"P","ID"
"6901",2536,"C0107P043",41.69,1.617319877,"measured",0,13,"",1904,-113.6,44.35,"P","ID"
"6902",2539,"C0107P044",35.41,1.617319877,"measured",0,11,"",1904,-113.6,44.35,"P","ID"
"6903",2542,"C0107P045",30.99,1.617319877,"measured",0,10,"",1904,-113.6,44.35,"P","ID"
"6904",2576,"C0107R011",0.759692177,0.472289991,"modeled",0,7,"sil",1353,-113.42,42.46,"R","ID"
"6905",2581,"C0107R012",0.748604664,0.465397039,"modeled",0,5,"sicl",1353,-113.42,42.46,"R","ID"
"6906",2587,"C0107R013",0.750627023,0.466654311,"modeled",0,7,"sicl",1353,-113.42,42.46,"R","ID"
"6907",2592,"C0107R014",0.735303288,0.45712776,"modeled",0,5,"sicl",1353,-113.42,42.46,"R","ID"
"6908",2598,"C0107R015",0.778217605,0.48380699,"modeled",0,7,"sicl",1353,-113.42,42.46,"R","ID"
"6909",2603,"C0107R021",2.5459776,1.58279863,"modeled",0,6,"sil",1286,-114.42,42.42,"R","ID"
"6910",2607,"C0107R022",2.70265085,1.680200196,"modeled",0,7,"sil",1286,-114.42,42.42,"R","ID"
"6911",2611,"C0107R023",2.486942864,1.546097561,"modeled",0,7,"sil",1286,-114.42,42.42,"R","ID"
"6912",2614,"C0107R024",2.340858167,1.45527875,"modeled",0,5,"sil",1286,-114.42,42.42,"R","ID"
"6913",2618,"C0107R025",2.106801486,1.309768989,"modeled",0,7,"sil",1286,-114.42,42.42,"R","ID"
"6914",2675,"C0107R061",5.60798984,3.486408772,"modeled",0,7,"l",1469,-112,43.77,"R","ID"
"6915",2680,"C0107R062",7.994124227,4.969835114,"modeled",0,7,"l",1469,-112,43.77,"R","ID"
"6916",2685,"C0107R063",3.175151032,1.973946944,"modeled",0,7,"sil",1469,-112,43.77,"R","ID"
"6917",2690,"C0107R064",5.762959865,3.582751467,"modeled",0,5,"l",1469,-112,43.77,"R","ID"
"6918",2696,"C0107R065",2.797012123,1.738863279,"modeled",0,7,"sil",1469,-112,43.77,"R","ID"
"6919",2702,"C0107R081",23.88,1.617319877,"measured",0,7,"",1540,-114.24,44.57,"R","ID"
"6920",2707,"C0107R082",23.06,1.617319877,"measured",0,5,"",1540,-114.24,44.57,"R","ID"
"6921",2711,"C0107R083",35.88,1.617319877,"measured",0,5,"",1540,-114.24,44.57,"R","ID"
"6922",2717,"C0107R084",10.55,1.617319877,"measured",0,5,"",1540,-114.24,44.57,"R","ID"
"6923",2722,"C0107R085",29.78,1.617319877,"measured",0,9,"",1540,-114.24,44.57,"R","ID"
"6924",2727,"C0107W011",8.009467784,4.979373989,"modeled",0,7,"l",1329,-112.59,43.01,"W","ID"
"6925",2732,"C0107W012",9.178412859,5.706090777,"modeled",0,5,"l",1329,-112.59,43.01,"W","ID"
"6926",2736,"C0107W013",12.42031383,7.721535224,"modeled",0,5,"l",1329,-112.59,43.01,"W","ID"
"6927",2740,"C0107W014",25.2992131,15.7281666,"modeled",0,5,"l",1329,-112.59,43.01,"W","ID"
"6928",2744,"C0107W015",30.62773173,19.04083203,"modeled",0,6,"l",1329,-112.59,43.01,"W","ID"
"6929",2749,"C0107W021",6.788638545,4.220401542,"modeled",0,5,"l",1943,-114.15,43.34,"W","ID"
"6930",2756,"C0107W022",5.263742091,3.272394766,"modeled",0,6,"sil",1943,-114.15,43.34,"W","ID"
"6931",2762,"C0107W023",7.930883073,4.930518974,"modeled",0,5,"sil",1943,-114.15,43.34,"W","ID"
"6932",2767,"C0107W024",4.704818851,2.924920012,"modeled",0,6,"l",1943,-114.15,43.34,"W","ID"
"6933",2772,"C0107W025",6.88,1.617319877,"measured",0,4,"",1943,-114.15,43.34,"W","ID"
"6934",2777,"C0107W031",12.10667567,7.526550771,"modeled",0,5,"sil",1844,-111.14,43.66,"W","ID"
"6935",2782,"C0107W032",9.34582037,5.810165683,"modeled",0,5,"sil",1844,-111.14,43.66,"W","ID"
"6936",2789,"C0107W033",12.40506127,7.712052921,"modeled",0,5,"sil",1844,-111.14,43.66,"W","ID"
"6937",2794,"C0107W034",11.233588,6.983764389,"modeled",0,5,"sil",1844,-111.14,43.66,"W","ID"
"6938",2800,"C0107W035",12.61525722,7.8427288,"modeled",0,5,"sil",1844,-111.14,43.66,"W","ID"
"6939",2833,"C0107W051",19.56,1.617319877,"measured",0,5,"",1456,-112.45,43.9,"W","ID"
"6940",2839,"C0107W052",13.05,1.617319877,"measured",0,6,"",1456,-112.45,43.9,"W","ID"
"6941",2844,"C0107W053",13.13,1.617319877,"measured",0,7,"",1456,-112.45,43.9,"W","ID"
"6942",2849,"C0107W054",9.521984013,5.919684153,"modeled",0,7,"l",1456,-112.45,43.9,"W","ID"
"6943",2854,"C0107W055",14.13,1.617319877,"measured",0,7,"",1456,-112.45,43.9,"W","ID"
"6944",3617,"C0109C021",1.144267207,0.711374903,"modeled",0,5,"l",751,-116.57,43.3,"C","ID"
"6945",3621,"C0109C022",1.082819856,0.673173945,"modeled",0,5,"sl",751,-116.57,43.3,"C","ID"
"6946",3625,"C0109C023",0.692538054,0.430541213,"modeled",0,5,"l",751,-116.57,43.3,"C","ID"
"6947",3631,"C0109C024",1.045184254,0.649776418,"modeled",0,10,"ls",751,-116.57,43.3,"C","ID"
"6948",3634,"C0109C025",1.092621734,0.679267635,"modeled",0,5,"sl",751,-116.57,43.3,"C","ID"
"6949",3676,"C0109C071",0.983799563,0.611614415,"modeled",0,5,"vfs",731,-116.99,43.73,"C","ID"
"6950",3680,"C0109C072",1.177846748,0.732250833,"modeled",0,5,"fs",731,-116.99,43.73,"C","ID"
"6951",3683,"C0109C073",0.741375577,0.460902817,"modeled",0,5,"fs",731,-116.99,43.73,"C","ID"
"6952",3687,"C0109C074",1.351387133,0.840138461,"modeled",0,5,"fs",731,-116.99,43.73,"C","ID"
"6953",3691,"C0109C075",0.930482197,0.578467755,"modeled",0,5,"fs",731,-116.99,43.73,"C","ID"
"6954",3756,"C0109P031",2.014184933,1.252190574,"modeled",0,5,"s",1380,-112.32,43.16,"P","ID"
"6955",3760,"C0109P032",2.244170191,1.395169189,"modeled",0,5,"s",1380,-112.32,43.16,"P","ID"
"6956",3765,"C0109P033",2.399992991,1.492042043,"modeled",0,5,"s",1380,-112.32,43.16,"P","ID"
"6957",3769,"C0109P034",2.170751291,1.349525687,"modeled",0,5,"s",1380,-112.32,43.16,"P","ID"
"6958",3774,"C0109P035",3.98270168,2.475989877,"modeled",0,5,"s",1380,-112.32,43.16,"P","ID"
"6959",3778,"C0109P041",2.862737258,1.779723675,"modeled",0,9,"l",1966,-113.26,44.57,"P","ID"
"6960",3781,"C0109P042",11.55154034,7.181430908,"modeled",0,10,"sl",1966,-113.26,44.57,"P","ID"
"6961",3784,"C0109P043",4.5820222,2.848579053,"modeled",0,7,"l",1966,-113.26,44.57,"P","ID"
"6962",3787,"C0109P044",3.070984303,1.909187947,"modeled",0,6,"l",1966,-113.26,44.57,"P","ID"
"6963",3790,"C0109P045",4.458584387,2.771839493,"modeled",0,9,"l",1966,-113.26,44.57,"P","ID"
"6964",3846,"C0109R041",2.3891586,1.485306453,"modeled",0,6,"ls",1462,-112.34,43.1,"R","ID"
"6965",3850,"C0109R042",2.564473,1.594296961,"modeled",0,5,"ls",1462,-112.34,43.1,"R","ID"
"6966",3853,"C0109R043",2.655639186,1.650973703,"modeled",0,5,"ls",1462,-112.34,43.1,"R","ID"
"6967",3858,"C0109R044",2.396545617,1.489898858,"modeled",0,7,"ls",1462,-112.34,43.1,"R","ID"
"6968",3862,"C0109R045",2.892366716,1.798143894,"modeled",0,7,"ls",1462,-112.34,43.1,"R","ID"
"6969",4007,"C0110C011",0.636640028,0.395790192,"modeled",0,7,"fsl",1268,-113.83,42.58,"C","ID"
"6970",4012,"C0110C012",0.649733809,0.403930413,"modeled",0,7,"vfsl",1268,-113.83,42.58,"C","ID"
"6971",4016,"C0110C013",0.767390254,0.477075777,"modeled",0,6,"fsl",1268,-113.83,42.58,"C","ID"
"6972",4020,"C0110C014",0.439816157,0.273427547,"modeled",0,7,"fsl",1268,-113.83,42.58,"C","ID"
"6973",4024,"C0110C015",0.677460786,0.421167886,"modeled",0,7,"vfsl",1268,-113.83,42.58,"C","ID"
"6974",4029,"C0110C021",2.042486123,1.269785028,"modeled",0,5,"l",764,-116.44,43.7,"C","ID"
"6975",4045,"C0110C022",1.841285485,1.144701408,"modeled",0,5,"l",764,-116.44,43.7,"C","ID"
"6976",4041,"C0110C023",2.067862054,1.285560889,"modeled",0,5,"sl",764,-116.44,43.7,"C","ID"
"6977",4038,"C0110C024",1.492386112,0.927795552,"modeled",0,5,"l",764,-116.44,43.7,"C","ID"
"6978",4034,"C0110C025",1.864398316,1.159070331,"modeled",0,5,"l",764,-116.44,43.7,"C","ID"
"6979",4184,"C0110P011",0.584982043,0.363675146,"modeled",0,7,"sil",1069,-115.01,42.7,"P","ID"
"6980",4189,"C0110P012",0.662079984,0.411605857,"modeled",0,6,"sil",1069,-115.01,42.7,"P","ID"
"6981",4195,"C0110P013",0.601181639,0.373746208,"modeled",0,7,"sil",1069,-115.01,42.7,"P","ID"
"6982",4200,"C0110P014",0.677983507,0.421492855,"modeled",0,7,"sil",1069,-115.01,42.7,"P","ID"
"6983",4205,"C0110P015",0.703272587,0.437214722,"modeled",0,7,"sil",1069,-115.01,42.7,"P","ID"
"6984",4210,"C0110P031",1.16960309,0.727125867,"modeled",0,5,"sil",695,-116.63,43.36,"P","ID"
"6985",4214,"C0110P032",1.047774164,0.651386529,"modeled",0,5,"sil",695,-116.63,43.36,"P","ID"
"6986",4218,"C0110P033",1.201478244,0.746942204,"modeled",0,7,"l",695,-116.63,43.36,"P","ID"
"6987",4221,"C0110P034",1.204348486,0.748726593,"modeled",0,5,"sil",695,-116.63,43.36,"P","ID"
"6988",4225,"C0110P035",1.158481481,0.720211718,"modeled",0,5,"sil",695,-116.63,43.36,"P","ID"
"6989",4229,"C0110P041",0.821883611,0.510953535,"modeled",0,7,"sil",1124,-114.68,43,"P","ID"
"6990",4234,"C0110P042",1.146761397,0.712925506,"modeled",0,7,"sil",1124,-114.68,43,"P","ID"
"6991",4238,"C0110P043",1.060434731,0.659257426,"modeled",0,7,"sil",1124,-114.68,43,"P","ID"
"6992",4242,"C0110P044",0.868018163,0.53963474,"modeled",0,5,"sicl",1124,-114.68,43,"P","ID"
"6993",4247,"C0110P045",1.044008019,0.649045169,"modeled",0,7,"sil",1124,-114.68,43,"P","ID"
"6994",4251,"C0110P061",0.742600631,0.461664416,"modeled",0,5,"sil",725,-116.71,44.11,"P","ID"
"6995",4257,"C0110P062",0.944838151,0.587392651,"modeled",0,5,"sil",725,-116.71,44.11,"P","ID"
"6996",4262,"C0110P063",0.88256222,0.548676576,"modeled",0,5,"sil",725,-116.71,44.11,"P","ID"
"6997",4268,"C0110P064",0.989402314,0.615097567,"modeled",0,5,"sil",725,-116.71,44.11,"P","ID"
"6998",4274,"C0110P065",0.870407604,0.541120222,"modeled",0,5,"sil",725,-116.71,44.11,"P","ID"
"6999",4567,"C0111C011",0.872136424,0.542195005,"modeled",0,7,"sicl",1293,-113.88,42.88,"C","ID"
"7000",4571,"C0111C012",0.7268338,0.451862398,"modeled",0,7,"sicl",1293,-113.88,42.88,"C","ID"
"7001",4575,"C0111C013",0.831361588,0.51684586,"modeled",0,5,"sicl",1293,-113.88,42.88,"C","ID"
"7002",4580,"C0111C014",0.88706236,0.55147425,"modeled",0,6,"sicl",1293,-113.88,42.88,"C","ID"
"7003",4584,"C0111C015",1.058791109,0.658235609,"modeled",0,6,"sicl",1293,-113.88,42.88,"C","ID"
"7004",4588,"C0111C021",0.989650058,0.615251586,"modeled",0,5,"l",698,-116.77,44.27,"C","ID"
"7005",4594,"C0111C022",1.031520947,0.641282131,"modeled",0,5,"cl",698,-116.77,44.27,"C","ID"
"7006",4599,"C0111C023",1.032560829,0.641928612,"modeled",0,5,"cl",698,-116.77,44.27,"C","ID"
"7007",4604,"C0111C024",0.796596111,0.49523265,"modeled",0,5,"cl",698,-116.77,44.27,"C","ID"
"7008",4609,"C0111C025",1.159297003,0.720718717,"modeled",0,5,"cl",698,-116.77,44.27,"C","ID"
"7009",4614,"C0111C031",0.471369509,0.293043825,"modeled",0,5,"sl",1464,-112.49,43.84,"C","ID"
"7010",4620,"C0111C032",0.461800696,0.287095027,"modeled",0,5,"scl",1464,-112.49,43.84,"C","ID"
"7011",4626,"C0111C033",0.867361812,0.539226695,"modeled",0,5,"sl",1464,-112.49,43.84,"C","ID"
