"loss_dk","loss_ck"
5.02772045135498,3.82389259338379
5.56460762023926,3.45772576332092
5.88167810440063,3.72330951690674
3.60257267951965,3.76619386672974
4.25047874450684,3.83420991897583
4.45356225967407,4.22385740280151
3.55211114883423,3.86602258682251
4.76294469833374,3.83068609237671
5.57160711288452,3.69169044494629
4.9866361618042,3.79891657829285
