"loss_inla","loss_dnn","loss_dk","loss_ck"
96988.7106898477,61140.76953125,56138.7578125,53327.9375
143388.694858609,104662.9609375,99079.796875,90444.1484375
85083.0319470139,50933.6640625,47477.67578125,46736.921875
107716.830127531,71509.1796875,66581.28125,63149.82421875
90691.0103446824,54003.40234375,50078.91796875,47453.890625
