"loss_inla","loss_dnn","loss_dk","loss_ck"
4602.07545998799,20361.271484375,750.247741699219,390.341064453125
4761.87520221323,18352.234375,703.112487792969,436.383850097656
4852.83592068803,22057.189453125,1151.03503417969,403.383941650391
5237.47299918232,21189.923828125,823.712829589844,390.611236572266
4938.11643297834,23217.71875,1617.04125976562,446.005950927734
