"krig_mse","mkrig_mse","dkrig_mse","ckrig_mse","nn_mse"
0.0240164340698558,0.0409793899565664,0.0277706448696119,0.0266127215263059,2.09577108880029
0.0294561290606359,0.0409384019810323,0.0261625124260141,0.0338100213328455,2.98307835542535
0.0288240055185186,0.0391679745974564,0.024157308219514,0.0272171005083925,1.30379172781508
0.027336287085824,0.038665216364547,0.0335636915448753,0.0308662579349976,3.50347711481369
0.0270026190410533,0.0432555143614721,0.0303362941265744,0.0345258110253815,2.70117592867247
0.0245049614389085,0.0333203374475285,0.0319517742453877,0.0268635094166027,3.13240311507055
0.0257915327545208,0.0329623531687893,0.0285549724610419,0.0323873748536478,1.18034385920923
0.02933219429179,0.0524858781744385,0.0330140433656664,0.0322241850271002,2.21452733541994
0.0276959948836381,0.0392015846413847,0.0317620157327307,0.0323050860384647,2.48462468124799
0.0292667153996213,0.0404468027672531,0.0298331122908377,0.0275315470234849,2.29176619448588
0.029162880865571,0.0500825282523584,0.0466916654439508,0.0376675413858305,5.55178494056327
0.0250385263358018,0.0400949807890918,0.0331175957361085,0.0241192164645718,1.41657466795217
0.0215049567106325,0.0365179483665975,0.0256693811170105,0.0265867388690547,2.26995741478916
0.0232021066376893,0.0379574065655193,0.0266310632798715,0.0270280508996934,4.02419390287674
0.024925538517232,0.0417852788681089,0.0346175262909761,0.0254895912545767,2.21829609172847
0.0244618599478027,0.036037806021683,0.0306722523200275,0.0250729077505461,1.90947559556706
0.0252722282939285,0.0299862058935698,0.0317594201668046,0.0301721480855176,1.99327732190023
0.0314757300458587,0.0415848872246753,0.0285323823660317,0.0283321160403473,3.19023584829739
0.0229384729923145,0.0406133637567811,0.0239385256550812,0.0296954176009458,2.50430037742619
0.0210500717324334,0.039115480284062,0.0332853961735432,0.0301739894527575,1.59054755394936
0.0268224624611702,0.0344184199205882,0.0338221083854313,0.0334199563110293,1.34816428544837
0.0266373241486379,0.0385008242556666,0.0407973866048565,0.0305592401800809,2.91988221306272
0.0262388512244865,0.0361461540561164,0.0346280164858792,0.0216106795806345,1.78885216032787
0.0259363403969156,0.0401960176740859,0.0321266419906034,0.0278265656791045,1.62367223088324
0.0286688651254331,0.0361976869832366,0.0316008729900433,0.0392766509885393,1.14405259705693
0.0284427807006946,0.0384902109806645,0.0350033754196725,0.0316198903442998,2.63185074931668
0.0287214845058309,0.0344066693035939,0.0296649762394948,0.028144615204264,1.25112115347825
0.0261447344719804,0.0363828261844735,0.0436549207866498,0.0249504979075141,2.00949037003955
0.0265673829321436,0.0374832768212232,0.0294568375479578,0.0382320097672371,2.45999420597872
0.0253662882686958,0.0367331706413334,0.0323347594080011,0.0287939020792231,4.38420267643001
0.026444279325516,0.0320775209364297,0.0342949359931175,0.026316700379764,2.40515862260343
0.029267510809763,0.0370349532276936,0.032965658073492,0.0311571746294907,2.0636454056502
0.0226286424707767,0.0352604418219634,0.0296330795108152,0.0279718288581534,2.99275463017037
0.0266690172586784,0.0447840602022999,0.030698958526176,0.0332229435071851,1.70496813273827
0.0305574024781019,0.0355955602867625,0.0314784137212533,0.0228271591440633,1.98998854768732
0.0272932282649425,0.0341591446247398,0.0330155977335515,0.036436190298781,3.46878263307884
0.0297560439855955,0.0394955477961688,0.0317941456967225,0.0315132671601048,1.9277996519995
0.0225167521467705,0.036123782451842,0.0326774506468073,0.0289168786008934,3.79782191357179
0.0293164195777822,0.0314952337288594,0.0369409059869382,0.0271545179368861,2.13154983206686
0.0264177482699523,0.0346866749112834,0.0301354552004926,0.0292123649643185,2.20936333271874
0.0292223596040649,0.0338839749408264,0.0378872852884477,0.0286756946950046,3.23156300153499
0.0246393615203166,0.0395911136174597,0.0287600576524164,0.0279293611156425,1.75769303405038
0.0234416896529753,0.0315828501963581,0.0283366713149279,0.0393368960821159,1.96260425072323
0.0257080959253792,0.0329797887951915,0.0303288239605644,0.0275638128543303,1.03810316268617
0.0301348920496975,0.0378539171836366,0.0327700048574182,0.0286957792137586,1.93723217505872
0.0328339334554172,0.0376972573864482,0.0342116178129983,0.0246478857944354,1.30244669150296
0.0253214624193371,0.0405384816542638,0.0296822448871512,0.0294722428046918,3.75759666204996
0.0302849329253954,0.0349696144489461,0.0352107679635261,0.0248827724441336,2.40902253615979
0.0265808994557393,0.0467400318375868,0.0349862247997746,0.0367100573631319,2.74919408525288
0.0271126935883857,0.0411899659450354,0.0265276485890396,0.0276268349586805,1.49573172966271
0.0251711654886111,0.0441641898592695,0.0351001999212684,0.0293017949110794,3.61610129603409
0.0316720249281934,0.0455128736794821,0.031293477953508,0.0245447671721326,2.40979417795728
0.0282819852996633,0.0409610745866373,0.0279692578714074,0.0377864406542018,1.12714846313265
0.0328654173423172,0.0458138137987332,0.0426968055690001,0.0299927369622847,1.58234149925537
0.020360961057951,0.0371574584528158,0.0286053915839789,0.0469376075272984,1.26681562289324
0.0286990376012762,0.0439157922437202,0.0330277044624558,0.0314026613852224,2.98966300447368
0.0233504688310613,0.0337032918569227,0.0257458407363263,0.0235891202558035,1.29258996555719
0.0281399003342164,0.0392073138412273,0.0340243701718548,0.0318604988744597,1.68993868144766
0.0306339121484708,0.0368939194685949,0.048024995899986,0.0281530683373206,2.06478026037991
0.027092161230904,0.0418210603843406,0.0296689472026689,0.0367944891972267,1.87347922205027
0.0246314461501633,0.0463816178665489,0.0354965776120959,0.0338165065796612,1.55047545436104
0.026758093091465,0.0401997954435399,0.032410160308544,0.0291052070448528,2.2285845356205
0.0296545674768529,0.0388296547643404,0.0297074181554499,0.0270064812058128,2.32506142400539
0.0267289470428863,0.0368104648669107,0.0304797169056004,0.0257831915008912,3.99865272684543
0.0262410462771541,0.0353903654303736,0.0341861961778345,0.0278496300824322,2.1491409448101
0.0241196672265505,0.0320950710660533,0.0293840451774446,0.0369997010371682,2.95108823140237
0.0250556486418781,0.0316402780980056,0.0309432979963765,0.0244760375234613,2.31095144540479
0.0231047704402203,0.0377032812959439,0.0288646843012011,0.0275466479264797,3.11240953834051
0.0265238367999236,0.0333757476053342,0.0389960309287003,0.0280398725001526,3.26162150373602
0.0287244064101717,0.0438448163731417,0.0379268002298635,0.0322791821267454,2.29507273146104
0.0248909614871358,0.0386335517781302,0.0347709290434291,0.0418951473095622,1.91982257404692
0.0252111796005237,0.0337260531471977,0.0324170589186496,0.0267242485254054,3.53179030962769
0.0216474239580898,0.037776550740501,0.0398016503219493,0.0333137106468485,3.13269071528701
0.0274881313321652,0.0397831134837437,0.0281185014834097,0.0387220033411361,2.2975126836971
0.0203320171387772,0.0382779683470717,0.0344489117597573,0.024285935820458,3.30170970887635
0.0269794141033499,0.0408411231949073,0.0371319402957941,0.0305159912412893,3.9540203390928
0.032281434352118,0.0384888236482801,0.0316353135690303,0.0367517653873793,3.53508456206558
0.0285962202483915,0.0324890937514371,0.0281704757793605,0.0282417964654284,1.61007013538436
0.027266147672833,0.0394239557833667,0.0302415097561039,0.0283870176580149,1.1632834161914
0.0284994598203384,0.0419932943866131,0.0316091725918454,0.0361954848456716,1.62287057740068
0.0260332307539982,0.0359445950987188,0.0325576036570375,0.0289103400921794,1.33318670664884
0.0279740462501566,0.0426570739168766,0.0355676193188114,0.0301320557056058,2.47330070677311
0.0252957630534279,0.0379902866776796,0.0295621615164023,0.0345525018114058,2.54937658388711
0.0288759888189758,0.0355036122145477,0.0282396548929942,0.0271714344324837,2.03692965640019
0.0220756730695056,0.0412661825588291,0.0345028750881877,0.0308628157194204,1.83051760221268
0.0227189175400543,0.0324877541447168,0.027474365288757,0.0228203978601938,2.06680936023226
0.0249419289918851,0.0355316129805702,0.0332182181925572,0.0257314706607275,1.51731123618996
0.0245192810634936,0.0438315975445968,0.0325259724248822,0.0378866675975337,1.7914041674208
0.0270072461437159,0.0340385462121466,0.0382058600884973,0.0254183824870602,1.63627882152711
0.0256830170027983,0.0334955576462711,0.0275752664887785,0.0305697616863025,1.61018856836461
0.0234781822742166,0.0397768603562778,0.0304432923520622,0.025609341908808,1.50530571332523
0.0288818568566464,0.0510569568294461,0.0324668766462866,0.0301398666761523,1.42344576700796
0.0265154023593049,0.0423814809860019,0.0279052044923358,0.0322582470175381,1.69071527716978
0.0271289585932712,0.0430486521667926,0.0308811566627494,0.0291191447261433,1.99675748892952
0.0289450428381678,0.038209176830234,0.0292709181854397,0.0346096287629586,2.69944860945331
0.024177706020932,0.0346704533139946,0.0309082155116531,0.0283974060150528,3.40620557002354
0.0240466614576822,0.0429846118264586,0.0332840617227452,0.0336983465884135,2.15361671404194
0.0232034965062358,0.0331599465134106,0.0303471589725786,0.0253605242844105,3.62951438673182
0.027995284156908,0.0355240283551002,0.0305522802917004,0.0366985161127277,1.85442501521393
0.0245167038483448,0.0392736677737564,0.0273775162061429,0.0360639529201168,0.516189612596565
