"UNITID","long","lat"
111513,"-118.031697","33.781018"
111638,"-118.457781","34.192829"
111708,"-117.105328","32.711302"
111717,"-121.88698","37.322723"
111726,"-115.549079","32.790908"
111744,"-117.353488","34.077381"
111762,"-121.767991","36.931833"
111799,"-121.65236","36.707333"
111887,"-118.097337","33.886874"
111896,"-117.66767","35.567525"
111920,"-122.105636","37.642458"
111939,"-117.573932","34.147663"
111948,"-117.852518","33.79302"
111966,"-118.242791","33.925658"
112075,"-117.812305","33.653665"
112084,"-116.978112","32.842404"
112127,"-122.261122","37.876184"
112172,"-117.886469","34.13537"
112181,"-121.289529","38.712951"
112190,"-122.451155","37.725953"
112251,"-117.713703","34.103585"
112260,"-117.711188","34.102154"
112288,"-119.312151","36.27164"
112367,"-119.690369","36.834459"
112385,"-117.929143","33.715634"
112394,"-121.94087","37.414049"
112455,"-117.943108","33.841141"
112525,"-117.747732","34.058092"
112561,"-120.388385","38.030367"
112570,"-118.538793","34.17972"
112686,"-118.209463","33.878226"
112826,"-122.337377","37.969381"
113096,"-121.423108","38.45295"
113111,"-117.101173","34.039178"
113193,"-120.742235","35.331276"
113218,"-116.943507","32.744954"
113236,"-118.025143","33.82833"
113333,"-122.045783","37.319914"
113449,"-116.403928","33.729555"
113537,"-123.988808","40.880924"
113573,"-116.388271","33.732108"
113582,"-117.167374","32.880926"
113634,"-122.073142","37.968516"
113698,"-122.512051","37.981279"
113704,"-122.264612","37.881099"
113856,"-118.148785","34.040531"
113980,"-118.329913","33.885229"
114114,"-118.485119","34.030438"
114123,"-122.729337","38.468052"
114266,"-121.76561","37.30167"
114354,"-118.25993","34.044209"
114390,"-122.406651","37.786353"
114433,"-120.973067","39.953101"
114460,"-121.497761","38.64883"
114549,"-119.717161","34.42941"
114585,"-121.998245","36.964348"
114637,"-118.372137","33.873098"
114716,"-122.127964","37.361655"
114734,"-117.192073","32.770816"
114761,"-124.164986","40.798885"
114789,"-119.796096","36.768164"
114813,"-119.735199","36.726831"
114840,"-118.140261","34.14778"
114859,"-117.918255","33.875514"
114938,"-121.569842","36.972627"
114947,"-117.318765","33.131313"
115001,"-118.227666","34.16745"
115010,"-118.254719","34.149771"
115083,"-122.398969","37.789374"
115126,"-118.002568","33.732531"
115214,"-122.261847","37.87554"
115296,"-117.006277","32.815246"
115357,"-117.391024","33.943149"
115393,"-121.666054","36.675091"
115409,"-117.709837","34.106515"
115658,"-122.461467","37.705502"
115728,"-122.187804","37.802276"
115746,"-119.580414","34.420881"
115755,"-124.078293","40.877481"
115773,"-121.316918","38.011489"
115861,"-115.503563","32.827209"
115931,"-121.969541","37.368642"
116226,"-117.865722","33.641393"
116350,"-118.361176","34.080053"
116439,"-117.777539","33.675381"
116563,"-116.94627","32.794072"
116846,"-118.471706","34.128153"
117052,"-119.458555","36.605428"
117104,"-117.829388","34.098705"
117140,"-117.773262","34.100855"
117168,"-117.772564","33.561448"
117195,"-119.972574","38.926797"
117238,"-118.147547","34.694914"
117247,"-122.26283","37.797257"
117274,"-120.633271","40.432053"
117283,"-117.989601","34.030992"
117520,"-122.117619","37.638099"
117557,"-122.269745","37.804788"
117575,"-116.905461","32.799614"
117627,"-117.500054","33.910704"
117636,"-117.260605","34.051241"
117645,"-118.135633","33.833593"
117672,"-117.983401","33.922966"
117690,"-118.283549","33.785825"
117706,"-118.575071","34.183949"
117715,"-118.304674","33.929586"
117724,"-118.269447","34.031907"
117733,"-118.421734","34.175165"
117751,"-118.518193","34.381755"
117788,"-118.292169","34.087301"
117803,"-118.211852","34.062647"
117867,"-118.4195","34.314668"
117894,"-121.860967","38.006474"
117946,"-118.415744","33.97085"
117955,"-119.293952","34.278034"
118134,"-119.02387","35.386539"
118143,"-119.774167","36.836265"
118161,"-122.75777","38.508385"
118198,"-121.342568","38.661377"
118347,"-122.549149","37.954897"
118541,"-118.333371","33.734887"
118684,"-123.228809","39.188989"
118693,"-122.190797","37.453475"
118718,"-120.476464","37.3353"
118772,"-122.167335","37.789088"
118888,"-122.182294","37.781425"
118912,"-117.302606","33.190483"
118930,"-121.980783","37.391935"
118958,"-119.181423","34.195384"
118976,"-121.009792","37.651056"
118994,"-122.265352","37.827075"
119058,"-121.897325","36.599736"
119067,"-121.884931","36.590558"
119137,"-118.834528","34.301146"
119164,"-117.846629","34.047764"
119173,"-118.482879","34.085315"
119216,"-116.971169","33.806748"
119270,"-118.337582","34.101265"
119331,"-122.274381","38.274081"
119553,"-122.287672","37.841898"
119605,"-117.243026","32.909894"
119678,"-121.874248","36.597159"
119775,"-117.153305","32.71331"
119845,"-118.499693","34.256683"
119951,"-120.992753","37.677778"
120069,"-117.751227","34.062043"
120078,"-117.949583","34.072071"
120087,"-118.450184","34.189497"
120166,"-121.925953","37.477991"
120184,"-122.284794","37.517111"
120254,"-118.210908","34.127124"
120290,"-121.916339","37.52773"
120342,"-117.909086","33.66927"
120403,"-118.416615","33.956607"
120421,"-119.157604","34.166104"
120537,"-117.88573","33.87616"
120661,"-117.102845","32.702814"
120698,"-122.187437","37.382216"
120768,"-118.151323","34.153382"
120795,"-122.263155","37.87669"
120838,"-118.298408","34.061315"
120865,"-122.440308","38.570585"
120883,"-121.312301","37.981424"
120953,"-114.651698","33.661538"
120971,"-117.183978","33.149483"
121044,"-118.118196","34.144552"
121150,"-118.707077","34.037786"
121257,"-117.706675","34.104107"
121275,"-117.063483","32.76373"
121309,"-117.250265","32.718391"
121345,"-117.714556","34.099027"
121363,"-119.014368","36.049256"
121433,"-118.039028","34.075561"
121619,"-117.887558","33.759309"
121628,"-118.490655","34.00973"
121637,"-122.387248","40.597114"
121691,"-117.163218","34.064218"
121707,"-124.195293","40.698427"
121859,"-117.631783","34.108247"
121868,"-117.535638","33.847649"
121886,"-118.033506","34.019821"
121901,"-117.384323","33.970918"
121992,"-118.082793","34.080756"
122117,"-118.289523","34.06597"
122180,"-121.491139","38.541096"
122205,"-117.665584","33.553346"
122296,"-122.266331","37.82029"
122339,"-117.152733","32.717403"
122375,"-117.169165","32.803825"
122384,"-117.120261","32.909757"
122409,"-117.071228","32.77525"
122436,"-117.192073","32.770816"
122454,"-122.417","37.803575"
122506,"-122.420292","37.775543"
122597,"-122.476799","37.721224"
122612,"-122.450477","37.776618"
122649,"-119.697657","36.82448"
122658,"-121.317597","37.995562"
122685,"-119.384981","36.328049"
122694,"-119.062071","35.352848"
122728,"-121.292312","38.819728"
122746,"-121.926185","37.315827"
122755,"-121.880621","37.336569"
122791,"-122.334801","37.535698"
122834,"-119.061264","35.359544"
122852,"-120.433296","34.937806"
122889,"-119.698045","34.406788"
122931,"-121.93784","37.348362"
122977,"-118.469765","34.017022"
123013,"-122.718974","38.45709"
123095,"-118.152155","34.153103"
123165,"-117.711294","34.104147"
123217,"-119.315182","36.323877"
123280,"-122.314419","40.566034"
123299,"-122.317982","40.625731"
123341,"-121.211688","38.790773"
123350,"-120.495874","37.306975"
123448,"-117.852059","33.766071"
123457,"-122.332981","40.61334"
123484,"-122.38909","41.413005"
123493,"-121.440796","38.516233"
123509,"-122.467335","37.63042"
123527,"-117.313248","34.086353"
123554,"-122.109031","37.840731"
123563,"-122.122368","38.235881"
123572,"-122.677066","38.340274"
123633,"-117.958416","33.848291"
123642,"-117.874031","33.78818"
123651,"-117.900911","33.662686"
123679,"-117.938395","33.774741"
123800,"-116.996803","32.640281"
123855,"-119.001867","34.243921"
123916,"-122.182294","37.781425"
123943,"-117.886229","33.889348"
123952,"-118.232799","34.044215"
123961,"-118.284169","34.021281"
123970,"-118.288375","34.061558"
124113,"-119.459751","35.149343"
124283,"-117.715256","34.107602"
124292,"-119.087141","34.429009"
124487,"-121.362642","38.645152"
124681,"-118.226206","33.986057"
124706,"-117.283995","34.066823"
124937,"-118.403627","34.186407"
125028,"-119.230604","34.277393"
125037,"-119.232988","34.25747"
125082,"-117.303933","34.528602"
125091,"-117.261456","34.472231"
125170,"-122.269877","37.869769"
125231,"-93.265738","44.98125"
125310,"-121.652672","36.700635"
125462,"-120.356747","36.147891"
125471,"-118.386664","34.004512"
125499,"-122.008324","37.26398"
125532,"-121.371331","38.556151"
125718,"-117.046371","33.121447"
125727,"-119.662517","34.450151"
125763,"-118.032299","33.978773"
125897,"-118.341147","34.208011"
126012,"-122.253168","37.868221"
126049,"-117.157862","32.717595"
126076,"-118.346613","34.085465"
126119,"-121.53964","39.126536"
126164,"-108.56521","39.078114"
126182,"-105.879642","37.473636"
126207,"-104.763415","40.409559"
126289,"-105.018631","39.607505"
126359,"-104.876207","39.686194"
126562,"-104.837722","39.745149"
126580,"-104.800296","38.892735"
126605,"-105.119096","39.914822"
126614,"-105.270823","40.008781"
126669,"-105.09456","39.71388"
126678,"-104.822697","38.84886"
126687,"-104.867089","39.718699"
126711,"-107.324441","39.54636"
126748,"-108.790048","40.081112"
126775,"-105.223364","39.751443"
126784,"-105.104174","39.74181"
126818,"-105.080732","40.574805"
126827,"-104.833928","38.894265"
126863,"-104.802673","39.71788"
126915,"-108.031072","38.702524"
126942,"-105.001044","39.741413"
126951,"-104.856171","39.77651"
126979,"-105.022363","39.600595"
127060,"-104.963259","39.678005"
127158,"-104.985751","39.74575"
127185,"-107.867422","37.275939"
127200,"-105.038068","39.901452"
127273,"-104.960657","39.675927"
127316,"-104.786252","38.913621"
127389,"-102.616144","38.068886"
127556,"-108.553275","39.080643"
127565,"-105.00504","39.744202"
127617,"-103.771822","40.258792"
127653,"-105.266987","40.014235"
127714,"-104.803251","38.944824"
127732,"-103.197329","40.637215"
127741,"-104.692777","40.410855"
127778,"-103.544874","37.969984"
127820,"-104.787261","38.764287"
127884,"-104.636258","38.262124"
127909,"-105.150094","39.720277"
127918,"-105.030756","39.788175"
127945,"-105.069911","39.74332"
127954,"-105.241331","40.019673"
128106,"-104.579033","38.30859"
128151,"-104.789683","39.723705"
128179,"-104.78721","38.832183"
128188,"-108.53062","39.116346"
128258,"-104.513451","37.172059"
128328,"-104.891358","39.010957"
128337,"-104.94357","39.915253"
128391,"-106.919132","38.549936"
128498,"-72.923848","41.332519"
128577,"-72.570177","41.998409"
128586,"-74.078802","41.123013"
128744,"-73.190166","41.164741"
128771,"-72.765991","41.692502"
128780,"-72.767972","41.688246"
128896,"-72.678562","41.604041"
128902,"-72.107321","41.379833"
129002,"-72.931908","41.346568"
129020,"-72.249948","41.809098"
129154,"-72.64032","41.742977"
129181,"-72.596915","41.924248"
129215,"-72.218753","41.721673"
129242,"-73.255903","41.157673"
129349,"-72.85745","41.394495"
129367,"-72.672734","41.768397"
129428,"-72.673916","41.773462"
129482,"-72.725762","41.727016"
129491,"-72.707766","41.769861"
129525,"-72.715213","41.798591"
129534,"-72.647853","41.60682"
129543,"-73.191003","41.175228"
129695,"-72.561939","41.761625"
129729,"-73.072963","41.549749"
129756,"-72.611838","41.539516"
129774,"-72.09523","41.328013"
129808,"-72.103039","41.509945"
129923,"-72.754498","41.659236"
129932,"-72.450218","41.979699"
129941,"-72.961472","41.291314"
130004,"-73.450965","41.102574"
130040,"-73.058734","41.920668"
130110,"-72.935048","41.347714"
130174,"-73.149023","41.169646"
130183,"-73.081497","41.535549"
130217,"-71.889673","41.82623"
130226,"-72.894117","41.418915"
130253,"-73.243332","41.220893"
130314,"-72.72965","41.781041"
130396,"-72.927682","41.303785"
130493,"-72.947897","41.333225"
130509,"-72.976966","41.267503"
130590,"-72.690882","41.747451"
130606,"-72.87754","41.705498"
130624,"-72.101583","41.375823"
130697,"-72.657146","41.554665"
130776,"-73.444264","41.400365"
130794,"-72.926688","41.311158"
130837,"-75.142864","38.771565"
130873,"-75.677768","39.668605"
130907,"-75.56012","39.198371"
130934,"-75.54053","39.187173"
130943,"-75.752822","39.679577"
130989,"-75.689624","39.741501"
131061,"-75.74178","39.711442"
131098,"-75.527716","39.163182"
131113,"-75.586998","39.682299"
131159,"-77.088875","38.936005"
131283,"-76.997909","38.933651"
131399,"-77.066247","38.943819"
131405,"-76.998724","38.931652"
131450,"-76.993675","38.907371"
131469,"-77.048363","38.89923"
131496,"-77.073463","38.908809"
131520,"-77.018966","38.922392"
131803,"-77.034133","38.904881"
131830,"-77.065095","38.910024"
131876,"-77.004261","38.927398"
131973,"-77.08996","38.939606"
132374,"-80.192271","26.24278"
132408,"-85.503931","30.962708"
132471,"-80.198925","25.878908"
132602,"-81.032946","29.207195"
132657,"-80.122806","26.385985"
132675,"-82.117224","29.952308"
132693,"-80.756474","28.38361"
132709,"-80.14183","26.119422"
132842,"-80.356315","25.794178"
132851,"-82.175692","29.166079"
132879,"-81.363053","28.302547"
132903,"-81.200889","28.602159"
132976,"-82.147238","27.005558"
133021,"-85.23139","30.789228"
133155,"-81.763568","26.141141"
133386,"-81.049685","29.203275"
133465,"-80.200219","26.69215"
133492,"-82.687043","27.715798"
133508,"-81.887102","26.552403"
133526,"-81.684879","30.34479"
133553,"-81.048367","29.189903"
133650,"-84.290226","30.428504"
133669,"-80.102978","26.372421"
133702,"-81.659901","30.334918"
133711,"-81.314887","29.892733"
133809,"-82.383289","28.034936"
133845,"-81.581748","30.23886"
133854,"-80.291516","25.977088"
133863,"-82.514341","27.959148"
133872,"-81.367687","28.576142"
133881,"-80.622893","28.065815"
133942,"-87.220895","30.524582"
133951,"-80.373928","25.75732"
133960,"-81.74446","24.582748"
133979,"-80.270753","25.918278"
133997,"-80.36778","25.756567"
134024,"-82.338273","29.593428"
134079,"-81.948203","28.032443"
134097,"-84.291921","30.440756"
134130,"-82.347911","29.64629"
134228,"-80.325377","27.411962"
134237,"-81.301286","28.596546"
134291,"-87.290659","30.487547"
134307,"-80.263591","25.804092"
134343,"-85.727918","30.185542"
134422,"-80.114462","26.13887"
134495,"-82.456253","27.934888"
134510,"-80.13184","27.066304"
134529,"-80.209125","26.007139"
134574,"-82.680031","27.793547"
134608,"-80.358682","27.42416"
134714,"-80.997811","29.162159"
134811,"-80.18839","25.790008"
134945,"-81.60458","30.353227"
135081,"-80.163959","26.185869"
135142,"-80.312711","25.86695"
135160,"-82.5679","30.175298"
135179,"-81.690874","28.833446"
135188,"-81.797193","28.828649"
135267,"-81.836596","26.647517"
135276,"-84.339057","30.448534"
135294,"-80.208154","25.794676"
135337,"-82.713964","27.783077"
135364,"-84.123179","33.698126"
135391,"-82.590887","27.43804"
135407,"-82.481088","27.447894"
135522,"-81.892381","27.995822"
135559,"-80.129991","26.19044"
135610,"-80.417646","25.68307"
135647,"-80.29513","25.916128"
135717,"-80.190856","25.777717"
135726,"-80.278662","25.72126"
135735,"-81.415996","28.471695"
136109,"-81.527515","30.259433"
136145,"-83.420732","30.473841"
136172,"-81.509144","30.27194"
136215,"-80.24248","26.079337"
136233,"-86.47456","30.540017"
136303,"-81.383783","28.550422"
136330,"-80.05247","26.7044"
136358,"-80.08653","26.61256"
136400,"-82.646727","28.2751"
136473,"-87.200265","30.479267"
136491,"-82.719064","27.911922"
136516,"-81.711873","28.032411"
136659,"-87.09971","30.648077"
136701,"-80.125185","26.516538"
136765,"-81.654463","28.076632"
136774,"-82.547803","27.360931"
136826,"-80.390054","25.599247"
136950,"-81.349239","28.592787"
137023,"-81.345829","29.924377"
137032,"-82.257801","28.336776"
137078,"-82.717331","27.90242"
137087,"-82.681534","27.761183"
137096,"-82.433143","29.681037"
137120,"-82.500827","27.285486"
137209,"-81.308003","28.745482"
137245,"-80.198024","26.031736"
137272,"-80.337411","25.742579"
137281,"-81.681387","29.647516"
137315,"-81.508667","27.56974"
137351,"-82.413232","28.061458"
137476,"-80.253273","25.922071"
137546,"-81.300746","29.035475"
137564,"-81.918382","28.029733"
137591,"-82.728584","28.259612"
137713,"-82.992512","30.281999"
137759,"-84.339","30.443866"
137777,"-80.136293","25.811996"
137801,"-82.497616","27.996582"
137847,"-82.46483","27.948455"
137856,"-83.565783","30.077954"
137865,"-85.646585","30.203363"
137953,"-81.79626","30.311171"
137962,"-82.678318","28.194732"
138187,"-81.471466","28.520898"
138275,"-81.599972","27.825751"
138284,"-85.553345","30.77449"
138293,"-81.532315","27.838778"
138309,"-82.197343","29.140099"
138354,"-87.218511","30.549076"
138372,"-81.571532","28.559574"
138479,"-80.232201","26.085022"
138488,"-81.36174","28.604386"
138497,"-82.345563","28.834861"
138558,"-83.528281","31.481889"
138600,"-84.295459","33.769268"
138655,"-84.303159","33.887956"
138664,"-84.336098","33.57233"
138682,"-84.174284","31.55434"
138716,"-84.141825","31.56928"
138761,"-84.795021","31.772321"
138813,"-84.355252","33.936024"
138822,"-84.018321","33.64336"
138840,"-84.404995","33.712009"
138868,"-85.184931","32.87912"
138901,"-84.404659","33.70893"
138929,"-84.387898","33.793394"
138938,"-84.311332","33.922131"
138947,"-84.412584","33.747628"
138956,"-82.048439","33.418992"
139144,"-85.189202","34.290414"
139153,"-84.35768","33.736993"
139199,"-83.821513","34.303117"
139205,"-82.586136","32.185718"
139250,"-81.485973","31.182745"
139278,"-85.183666","33.691657"
139311,"-84.328174","33.594079"
139348,"-84.281695","33.764292"
139357,"-84.978551","32.508076"
139366,"-84.94106","32.50096"
139384,"-85.171361","34.224673"
139393,"-85.375066","34.965161"
139463,"-85.002775","34.774221"
139506,"-84.205183","33.801802"
139579,"-81.105435","31.999571"
139621,"-82.309021","32.594944"
139630,"-83.14822","34.283641"
139658,"-84.325512","33.790183"
139700,"-85.207356","34.169791"
139719,"-83.89537","32.537595"
139746,"-84.381561","33.751852"
139755,"-84.394832","33.77242"
139764,"-84.217738","32.054662"
139861,"-83.231962","33.082787"
139931,"-81.784045","32.426153"
139940,"-84.38667","33.7527"
139959,"-83.374039","33.956262"
139968,"-84.154508","33.04571"
139986,"-84.291662","33.255438"
139995,"-84.179775","33.710709"
140003,"-84.121874","33.901271"
140012,"-84.066224","33.962763"
140146,"-84.409207","33.752338"
140234,"-85.043113","33.038564"
140243,"-83.778107","34.330323"
140252,"-84.514729","33.932781"
140331,"-84.553722","33.929092"
140340,"-84.387251","33.754218"
140447,"-83.648295","32.831787"
140553,"-84.414917","33.745982"
140562,"-84.41186","33.742888"
140678,"-83.530118","34.639721"
140696,"-84.333687","33.875441"
140720,"-81.993225","33.469545"
140818,"-83.542126","34.566042"
140827,"-84.396182","33.812116"
140872,"-84.554264","34.319756"
140942,"-81.114753","32.023211"
140951,"-81.093849","32.072963"
140960,"-81.063377","32.024781"
140988,"-85.196529","34.257543"
141006,"-84.188321","32.116663"
141015,"-84.361989","33.813156"
141060,"-84.411527","33.745279"
141167,"-83.963587","30.815576"
141185,"-83.357617","34.593414"
141237,"-83.748911","34.596306"
141255,"-83.35381","30.889221"
141264,"-83.289282","30.847402"
141325,"-83.715417","32.876037"
141334,"-85.097762","33.573621"
141361,"-83.84587","34.933523"
141486,"-157.807851","21.28995"
141565,"-155.080847","19.701189"
141574,"-157.818979","21.298598"
141608,"-157.861609","21.31146"
141644,"-157.859645","21.310306"
141680,"-157.87","21.321785"
141796,"-157.800213","21.27148"
141802,"-159.395883","21.968887"
141811,"-157.983771","21.39267"
141839,"-156.477252","20.88956"
141981,"-158.056403","21.35531"
141990,"-157.813307","21.407051"
142054,"-116.260675","43.615295"
142090,"-116.291321","43.658651"
142115,"-116.203301","43.604284"
142179,"-111.985519","43.486041"
142276,"-112.432312","42.863832"
142285,"-117.014167","46.727406"
142294,"-116.677992","43.652284"
142328,"-117.024875","46.412199"
142407,"-114.461545","42.593567"
142416,"-117.001162","46.729532"
142443,"-116.798905","47.67569"
142461,"-116.565783","43.562411"
142489,"-112.464554","42.919964"
142522,"-111.782431","43.818408"
142559,"-114.473901","42.579837"
142832,"-87.629156","41.882414"
142887,"-87.624788","41.87742"
142957,"-87.646898","41.954969"
143048,"-87.625758","41.88105"
143084,"-90.55057","41.502365"
143118,"-88.349023","41.753631"
143215,"-89.924466","38.516406"
143233,"-84.910689","39.826244"
143279,"-90.447799","41.477283"
143288,"-89.870241","39.287896"
143297,"-91.357497","39.949641"
143303,"-91.391542","39.935084"
143358,"-89.616786","40.696896"
143376,"-87.847099","41.172891"
143464,"-87.740894","41.716051"
143473,"-87.994628","41.90417"
143482,"-87.551622","41.731381"
143491,"-87.701198","41.815763"
143552,"-87.771567","41.603863"
143613,"-90.408203","40.98128"
143659,"-87.585989","41.797895"
143853,"-87.998342","41.828115"
143978,"-87.63379","41.888293"
144005,"-87.609384","41.718446"
144014,"-87.591178","41.785701"
144050,"-87.599539","41.787994"
144157,"-87.643425","41.780253"
