"UNITID","long","lat"
174738,"-92.42321","44.014488"
174747,"-94.319888","45.561792"
174756,"-94.175841","45.579065"
174783,"-94.152657","45.553227"
174792,"-94.393621","45.580075"
174817,"-91.695449","44.044736"
174844,"-93.182039","44.461529"
174862,"-93.743019","44.885393"
174899,"-92.106134","46.816082"
174914,"-93.188986","44.943439"
174978,"-93.287367","44.82746"
175005,"-93.183761","44.924926"
175014,"-94.206254","45.548117"
175041,"-93.109646","44.949186"
175078,"-95.759548","44.45373"
175120,"-93.292776","44.983569"
175139,"-93.203624","44.962913"
175157,"-91.837777","47.905184"
175227,"-93.290608","44.97281"
175236,"-95.07305","45.138313"
175263,"-91.618318","44.024554"
175272,"-91.643723","44.046159"
175281,"-93.138224","44.94202"
175315,"-92.982105","45.041823"
175342,"-91.142854","31.877216"
175421,"-90.169228","32.318415"
175430,"-89.02924","34.67209"
175494,"-89.077391","30.382294"
175519,"-90.568469","34.254417"
175573,"-90.400234","31.69272"
175607,"-91.036701","33.398819"
175616,"-90.735365","33.744745"
175643,"-89.113706","32.441164"
175652,"-88.483516","32.830246"
175698,"-88.942133","34.755677"
175722,"-89.825313","33.775198"
175786,"-90.416118","32.256109"
175810,"-89.915803","32.969985"
175829,"-88.412073","34.276519"
175856,"-90.207405","32.296105"
175883,"-89.200895","31.596936"
175935,"-88.732823","32.367355"
175980,"-90.179957","32.322746"
176008,"-90.502053","33.444906"
176017,"-89.537434","34.365529"
176035,"-88.418601","33.493305"
176044,"-90.341274","33.514142"
176053,"-90.329821","32.335515"
176062,"-89.135405","31.693316"
176071,"-89.142952","30.780784"
176080,"-88.790139","33.454852"
176169,"-88.562609","34.668339"
176178,"-89.969525","34.625532"
176239,"-89.543052","30.844322"
176318,"-89.446999","34.776862"
176336,"-89.149373","31.748512"
176354,"-90.443295","31.295121"
176372,"-89.331236","31.32661"
176390,"-90.151826","32.359614"
176406,"-90.16076","32.403014"
176433,"-88.541839","33.82442"
176451,"-90.111379","32.400142"
176479,"-89.291815","31.305264"
176600,"-90.237795","38.634329"
176628,"-94.591758","38.91339"
176664,"-93.284286","37.239696"
176716,"-94.272412","38.997932"
176770,"-93.290233","37.225116"
176789,"-94.547927","38.839578"
176798,"-89.565366","37.274001"
176910,"-92.427259","39.395963"
176947,"-92.685253","39.150497"
176965,"-93.737428","38.759111"
176983,"-93.559669","39.798864"
177038,"-94.679076","38.932019"
177065,"-92.326354","38.957388"
177083,"-94.682831","40.24044"
177092,"-90.311324","38.637181"
177117,"-94.371311","37.836127"
177126,"-90.451323","38.643066"
177135,"-94.368315","36.814906"
177144,"-91.529374","40.128993"
177214,"-93.286192","37.219681"
177250,"-90.97809","38.431845"
177278,"-90.345605","38.592307"
177302,"-94.529762","38.938335"
177339,"-93.262614","37.220956"
177418,"-90.315712","38.642697"
177436,"-91.020914","38.547707"
177472,"-93.279985","37.216479"
177542,"-91.39094","39.729015"
177551,"-90.224288","38.631744"
177588,"-94.574262","39.022905"
177603,"-94.426462","39.079093"
177676,"-90.558954","38.259889"
177685,"-92.375761","38.967204"
177719,"-90.258772","38.637165"
177746,"-94.583594","39.046353"
177816,"-90.324024","38.584608"
177834,"-92.589183","40.193648"
177870,"-92.732943","38.005502"
177931,"-93.865563","39.173683"
177940,"-92.166724","38.564431"
177968,"-90.501286","38.785425"
177977,"-91.814259","38.467699"
177986,"-90.542333","38.63133"
177995,"-94.58966","39.068668"
178004,"-90.226539","38.590249"
178059,"-90.505998","38.644774"
178077,"-92.198801","38.571057"
178183,"-90.436174","38.544447"
178208,"-94.573185","39.185691"
178217,"-90.481847","37.845199"
178244,"-90.462586","38.641526"
178341,"-94.461689","37.095155"
178369,"-93.190654","39.108522"
178387,"-94.785643","39.7575"
178396,"-92.328843","38.94531"
178402,"-94.582141","39.034179"
178411,"-91.775583","37.953426"
178420,"-90.311091","38.710312"
178448,"-92.455064","39.418607"
178518,"-94.565781","39.009265"
178527,"-94.368636","36.870562"
178615,"-92.581658","40.188267"
178624,"-94.883339","40.351692"
178679,"-94.510622","37.103172"
178697,"-93.238174","36.616019"
178721,"-94.679041","39.189256"
178767,"-90.201157","38.632917"
178828,"-90.450477","36.793776"
178891,"-90.248465","38.653303"
178989,"-94.556762","39.006611"
179043,"-94.573003","39.032318"
179052,"-91.748741","37.947448"
179159,"-90.2351","38.636801"
179195,"-91.785219","37.944067"
179229,"-93.269026","38.711715"
179256,"-90.294569","38.775771"
179265,"-90.260617","38.636904"
179308,"-90.437078","38.745678"
179317,"-94.641277","38.880458"
179326,"-93.407056","37.602425"
179344,"-91.857838","36.729574"
179511,"-90.26194","38.63155"
179539,"-93.268028","38.696423"
179548,"-92.319204","38.95204"
179557,"-89.531187","37.311107"
179566,"-93.281281","37.199258"
179645,"-90.429769","36.776571"
179715,"-93.617353","40.078096"
179812,"-94.561374","39.107553"
179867,"-90.310604","38.647929"
179894,"-90.345151","38.588875"
179946,"-91.955273","38.849354"
179955,"-94.413126","39.247844"
179964,"-91.950416","38.860287"
179991,"-111.039848","45.680544"
180054,"-113.009387","48.551927"
180063,"-112.540982","46.01274"
180081,"-112.509365","45.938145"
180090,"-114.319109","48.201201"
180106,"-112.040285","46.600771"
180151,"-104.725485","47.085396"
180160,"-106.664593","45.625568"
180179,"-108.523009","45.796896"
180197,"-114.327258","48.227389"
180203,"-108.757816","48.484196"
180212,"-105.193021","48.113569"
180249,"-111.269558","47.485581"
180258,"-111.270604","47.490713"
180276,"-112.016035","46.595384"
180328,"-107.455421","45.603781"
180373,"-105.826524","46.40526"
180416,"-112.559511","46.012868"
180461,"-111.048812","45.666726"
180489,"-113.982912","46.859312"
180522,"-109.687806","48.54149"
180595,"-108.554075","45.796522"
180647,"-114.111635","47.598592"
180692,"-112.639264","45.208306"
180717,"-108.616865","45.742342"
180814,"-95.91764","41.150225"
180832,"-95.974847","41.259165"
180878,"-96.651532","40.796768"
180902,"-98.372549","40.889582"
180948,"-103.001615","42.8199"
180957,"-96.705169","40.811084"
180984,"-97.089054","40.914853"
181002,"-95.947811","41.265361"
181020,"-96.950932","40.622952"
181127,"-98.374403","40.59025"
181145,"-96.020431","41.32206"
181190,"-96.626464","40.815284"
181215,"-99.098699","40.701452"
181297,"-96.048511","41.265973"
181303,"-95.957829","41.310451"
181312,"-100.748417","41.110429"
181330,"-96.488008","41.43674"
181394,"-96.008516","41.258769"
181419,"-96.35176","42.11677"
181428,"-95.973966","41.256312"
181446,"-96.64831","40.839098"
181464,"-96.700508","40.817598"
181491,"-97.396578","42.048647"
181534,"-95.732731","40.474689"
181543,"-103.675715","41.829274"
181604,"-96.021425","41.240028"
181640,"-96.62818","40.81079"
181738,"-96.651095","40.774778"
181765,"-100.510409","40.635454"
181783,"-97.015122","42.241556"
181817,"-103.64249","41.875705"
181853,"-97.579352","40.869526"
181880,"-115.210473","36.15846"
181941,"-119.719415","39.540865"
182005,"-115.233099","36.158114"
182148,"-115.04619","36.037556"
182281,"-115.138462","36.106047"
182290,"-119.815377","39.543642"
182306,"-115.767274","40.84343"
182458,"-119.939125","39.244278"
182500,"-119.796975","39.571402"
182564,"-119.79036","39.186158"
182634,"-71.975805","43.411663"
182652,"-71.44515","42.7768"
182670,"-72.289949","43.704115"
182704,"-71.469612","43.527157"
182722,"-70.881563","43.23004"
182795,"-72.058011","42.78014"
182829,"-71.545152","43.207371"
182892,"-72.321097","42.948977"
182917,"-71.834444","43.314908"
182953,"-71.476135","42.957837"
182980,"-71.822282","43.176403"
182999,"-72.321429","43.627356"
183026,"-71.451842","43.038922"
183035,"-71.426722","42.745262"
183044,"-70.932465","43.135934"
183062,"-72.279276","42.926452"
183071,"-71.468755","42.987209"
183080,"-71.690164","43.759573"
183099,"-71.531979","43.223621"
183105,"-71.158535","44.503494"
183114,"-72.333114","43.399046"
183123,"-71.462602","43.507568"
183132,"-71.483534","43.019823"
183141,"-71.523462","42.794576"
183150,"-70.798969","43.072093"
183202,"-70.760159","43.075732"
183211,"-71.45626","42.738676"
183239,"-71.503622","42.986889"
183248,"-71.478401","42.750142"
183257,"-71.527241","43.19291"
183275,"-71.48437","42.80683"
183488,"-74.040491","40.885847"
183600,"-74.490693","40.905857"
183655,"-74.680019","39.462081"
183725,"-74.255794","40.885499"
183743,"-74.088804","40.951782"
183789,"-74.189483","40.898587"
183804,"-74.2221","40.09568"
183822,"-74.194309","40.795105"
183859,"-74.132746","40.324906"
183877,"-74.894464","39.972205"
183910,"-74.272571","40.832753"
183938,"-75.038381","39.784874"
183974,"-74.833644","40.84764"
183983,"-74.035045","40.900877"
184056,"-74.309058","40.55934"
184092,"-74.130158","40.873516"
184180,"-74.579873","40.859141"
184205,"-75.057829","39.440537"
184278,"-75.000877","39.747926"
184348,"-74.424584","40.761829"
184427,"-74.420989","40.551078"
184481,"-74.178234","40.738444"
184506,"-74.238364","40.684576"
184603,"-74.028986","40.897209"
184612,"-74.096452","40.867272"
184694,"-74.432121","40.774498"
184746,"-74.152581","40.909377"
184773,"-74.228186","40.099617"
184782,"-75.119119","39.709108"
184791,"-75.121269","39.781339"
184816,"-75.017823","39.941469"
184959,"-74.131486","41.057866"
184968,"-73.948887","40.874956"
184995,"-74.062903","40.7303"
185129,"-74.08727","40.709937"
185174,"-74.552663","40.887315"
185262,"-74.233503","40.677981"
185396,"-74.274929","40.706359"
185466,"-74.999788","39.851767"
185509,"-74.650719","40.254398"
185536,"-74.366544","40.504728"
185572,"-74.006447","40.280066"
185590,"-74.198141","40.860414"
185679,"-74.404293","40.605982"
185721,"-74.144192","40.810742"
185758,"-74.449368","40.501314"
185767,"-74.018286","40.786079"
185828,"-74.177113","40.741997"
185873,"-74.16549","40.007809"
185970,"-75.126308","39.898805"
186016,"-74.041163","40.889745"
186034,"-74.168778","40.918449"
186052,"-75.061659","39.807941"
186122,"-74.66645","40.345849"
186131,"-74.659365","40.348732"
186186,"-74.49878","40.805705"
186201,"-74.174086","41.080942"
186274,"-80.060233","26.513629"
186283,"-74.737833","40.278796"
186371,"-75.12224","39.948064"
186380,"-74.446251","40.498769"
186399,"-74.175809","40.739122"
186405,"-74.741869","40.216592"
186423,"-74.74186","40.216523"
186432,"-74.071541","40.727105"
186469,"-75.47013","39.698756"
186584,"-74.246027","40.742336"
186593,"-74.613498","39.433238"
186618,"-74.438221","40.78182"
186645,"-74.688127","40.609681"
186867,"-74.025334","40.744776"
186876,"-74.531087","39.492036"
186900,"-74.250167","40.217456"
187000,"-74.071874","40.841265"
187046,"-74.768562","40.220487"
187134,"-74.778791","40.268651"
187198,"-74.319138","40.668595"
187444,"-74.200248","40.945255"
187505,"-105.949398","32.900199"
187532,"-106.628861","35.071878"
187596,"-108.149392","35.687431"
187620,"-106.737172","32.354486"
187639,"-103.165886","34.402483"
187648,"-103.34819","34.175592"
187666,"-104.525718","33.313167"
187745,"-106.010015","35.586563"
187897,"-105.219197","35.596233"
187903,"-103.182896","32.757808"
187912,"-104.524448","33.409617"
187958,"-108.727252","35.502662"
187967,"-106.905211","34.067041"
187976,"-106.319557","35.886153"
187985,"-106.620155","35.083868"
187994,"-105.926241","32.92033"
188003,"-104.265536","32.442028"
188021,"-107.843638","35.165965"
188030,"-106.752069","32.281568"
188049,"-106.705371","34.728683"
188058,"-106.084395","36.004073"
188100,"-108.169468","36.770446"
188137,"-105.998054","35.605871"
188182,"-103.186948","32.775496"
188207,"-106.052585","35.636241"
188216,"-106.664475","35.176084"
188225,"-105.651709","36.348861"
188261,"-103.736303","35.170332"
188289,"-105.981816","35.659082"
188304,"-108.283284","32.7767"
188340,"-73.881721","40.768348"
188429,"-73.653321","40.721439"
188438,"-73.654813","43.351839"
188517,"-73.809977","42.698125"
188526,"-73.779063","42.650371"
188535,"-73.777495","42.651818"
188580,"-73.777289","42.65382"
188641,"-77.788106","42.254476"
188650,"-73.991546","40.693797"
188669,"-73.986891","40.766921"
188678,"-73.984843","40.745545"
188687,"-73.986466","40.757105"
188696,"-73.998566","40.734545"
188854,"-73.987549","40.772275"
188890,"-73.941511","40.75043"
188915,"-76.828062","42.101171"
188942,"-73.950704","40.665544"
189015,"-73.966643","40.805604"
189088,"-73.909927","42.020386"
189097,"-73.963346","40.810098"
189219,"-73.930982","40.745021"
189228,"-73.979458","40.753986"
189255,"-73.845213","40.709736"
189273,"-73.981202","40.635444"
189282,"-73.990936","40.744973"
189404,"-74.028581","40.62318"
189413,"-73.9458","40.833434"
189468,"-73.516164","40.72479"
189477,"-73.860639","40.835331"
189501,"-73.989623","40.691836"
189547,"-75.908065","42.135872"
189565,"-76.230807","43.149337"
189583,"-78.873296","42.886492"
189592,"-77.69559","43.240547"
189705,"-78.852577","42.925206"
189714,"-74.022421","41.09909"
189811,"-73.858441","40.72921"
189839,"-76.542867","42.943726"
189848,"-75.854882","42.932489"
189857,"-73.938778","40.669694"
189981,"-78.660311","42.77089"
189990,"-73.986466","40.757105"
190008,"-73.984607","40.762059"
190044,"-74.999359","44.662716"
190053,"-73.439739","44.64841"
190071,"-73.885705","40.969116"
190080,"-77.584292","43.159775"
190099,"-75.536346","42.819475"
190114,"-74.014702","40.708706"
190150,"-73.961885","40.808286"
190169,"-73.818113","42.217613"
190239,"-73.919033","40.759259"
190248,"-73.82202","40.943382"
190318,"-77.626383","43.086397"
190372,"-73.991609","40.728148"
190415,"-76.483084","42.4472"
190424,"-73.954839","40.764738"
190442,"-77.072138","42.116736"
190451,"-76.137558","43.040018"
190503,"-73.933231","41.745806"
190512,"-73.983417","40.740238"
190521,"-74.011826","40.71879"
190530,"-73.912043","40.858112"
190549,"-73.949898","40.631517"
190558,"-74.14849","40.601831"
190567,"-73.948542","40.819846"
190576,"-73.983822","40.748612"
190585,"-73.926759","40.81812"
190594,"-73.964795","40.768669"
190600,"-73.98841","40.770351"
190619,"-73.935812","40.577222"
190628,"-73.935057","40.7445"
190637,"-73.895379","40.872962"
190646,"-73.957076","40.666256"
190655,"-73.987856","40.695483"
190664,"-73.816098","40.735182"
190673,"-73.756656","40.755481"
190682,"-73.943621","40.747797"
190691,"-73.796313","40.701576"
190707,"-73.469597","44.699929"
190716,"-78.890868","42.902636"
190725,"-78.788111","42.965605"
190752,"-73.743901","40.60049"
190761,"-73.950555","41.047419"
190840,"-73.904652","41.724245"
190956,"-73.915884","42.802979"
190974,"-75.97495","42.096965"
190983,"-76.813459","42.0961"
191083,"-78.872679","42.881771"
191126,"-73.994781","40.74731"
191199,"-77.241801","42.867556"
191205,"-73.369348","40.794506"
191241,"-73.882705","40.859354"
191287,"-74.00009","40.720817"
191302,"-74.297492","42.983805"
191311,"-73.980813","40.757267"
191320,"-74.00378","40.745563"
191339,"-78.137586","43.016584"
191515,"-75.408195","43.050245"
191533,"-75.071994","42.457599"
191597,"-73.943356","40.802495"
191612,"-75.007206","43.032738"
191621,"-78.820257","42.75464"
191630,"-76.985516","42.858131"
191649,"-73.60078","40.715959"
191676,"-78.155426","42.426137"
191719,"-73.683734","42.696509"
191728,"-73.501125","40.728029"
191931,"-73.788046","40.925725"
191940,"-77.583321","43.196863"
191959,"-73.416761","40.6756"
191968,"-76.494136","42.422154"
191986,"-79.218967","42.1146"
192004,"-79.249601","42.095452"
192022,"-75.935051","43.992827"
192040,"-73.960582","40.811892"
192110,"-73.982913","40.773725"
192165,"-73.814887","41.220521"
192192,"-77.090562","42.615253"
192271,"-73.975054","40.759865"
192323,"-76.090435","43.049192"
192448,"-73.593678","40.820714"
192484,"-73.629666","40.707701"
192509,"-73.829457","40.760109"
192624,"-73.988378","40.627937"
192688,"-73.983786","40.764404"
192703,"-73.901893","40.889756"
192712,"-73.961334","40.812312"
192749,"-73.715645","41.032187"
192785,"-73.806287","42.657789"
192800,"-76.988902","42.87766"
192819,"-73.935484","41.720937"
192864,"-73.959767","40.768787"
192925,"-78.855941","42.92856"
192961,"-73.807616","42.658346"
192970,"-73.956143","40.764128"
193016,"-73.874447","41.021626"
193052,"-73.969395","40.6382"
193061,"-73.979327","40.635236"
193070,"-73.991271","40.713812"
193122,"-73.74167","40.973637"
193186,"-73.909144","40.699588"
193201,"-73.788615","42.680833"
193247,"-73.966049","40.605043"
193265,"-73.903157","42.779193"
193283,"-75.219367","43.076765"
193292,"-73.626183","40.685941"
193308,"-73.900215","40.864459"
193326,"-77.610136","43.101036"
193353,"-74.012655","41.513872"
193380,"-73.840582","40.912133"
193399,"-73.908887","40.913657"
193405,"-73.952414","40.790359"
193478,"-73.595286","40.728872"
193584,"-77.518579","43.101576"
193609,"-73.965332","40.756613"
193654,"-73.997114","40.735508"
193672,"-73.809816","42.720596"
193751,"-76.756232","42.91173"
193821,"-74.006969","40.717998"
193830,"-73.810042","41.085031"
193858,"-73.931391","40.744291"
193894,"-73.963793","40.810869"
193900,"-73.997264","40.729452"
193946,"-78.87579","43.147701"
193973,"-79.036689","43.137279"
193991,"-73.918806","41.291484"
194028,"-74.119981","44.318645"
194073,"-73.940496","40.805037"
194091,"-73.6078","40.812447"
194116,"-73.962404","40.768615"
194161,"-74.015605","40.705798"
194189,"-73.889793","41.268725"
194222,"-76.197878","43.006329"
194240,"-74.426028","41.438629"
194259,"-74.922225","42.58915"
194310,"-74.004719","40.711014"
194392,"-74.252675","44.433965"
194435,"-78.754584","42.828416"
194499,"-73.831156","40.714894"
194569,"-75.967044","42.10601"
194578,"-73.96431","40.691297"
194657,"-73.963702","40.618467"
194666,"-73.985026","40.631954"
194693,"-74.07258","41.114116"
194718,"-74.214566","40.04695"
194736,"-73.670238","40.586427"
194763,"-73.817161","40.72308"
194824,"-73.676646","42.729978"
194958,"-77.798498","43.125755"
195003,"-77.67386","43.084188"
195030,"-77.631202","43.126397"
195049,"-73.955198","40.762489"
195058,"-74.085969","41.133929"
195067,"-73.986453","40.748938"
195128,"-73.693711","42.72822"
195155,"-77.526326","43.102185"
195164,"-78.481107","42.080191"
195173,"-73.992164","40.693228"
195191,"-76.148355","43.055355"
195216,"-75.161343","44.589879"
195234,"-73.786661","42.664297"
195243,"-73.936799","41.041576"
195289,"-73.676151","42.742861"
195304,"-73.843727","40.9355"
195322,"-73.950008","42.814412"
195438,"-73.740085","40.605227"
195474,"-73.7526","42.717602"
195526,"-73.785335","43.097035"
195544,"-73.967664","40.690418"
195580,"-73.824358","40.969393"
195702,"-75.267857","43.082768"
195720,"-77.513056","43.116259"
195784,"-74.179757","40.605584"
195809,"-73.796104","40.722523"
195988,"-74.667769","41.7641"
196006,"-77.794632","42.255262"
196015,"-75.182906","44.604096"
196024,"-74.924612","42.269859"
196033,"-74.498258","42.672534"
196042,"-73.42832","40.754224"
196051,"-75.640583","42.893962"
196060,"-73.824662","42.685489"
196079,"-75.966889","42.087868"
196088,"-78.789458","43.000942"
196097,"-73.12046","40.91476"
196103,"-76.138724","43.034765"
196112,"-75.229841","43.137701"
196121,"-77.947188","43.211926"
196130,"-78.882125","42.933832"
196149,"-76.188655","42.598022"
196158,"-79.337375","42.452236"
196167,"-77.821894","42.796645"
196176,"-74.082188","41.740936"
196185,"-75.063632","42.468861"
196194,"-76.540798","43.454287"
196200,"-74.973815","44.662148"
196219,"-73.701955","41.047223"
196228,"-73.982236","40.754465"
196237,"-73.571907","40.799021"
196246,"-73.466536","44.69293"
196255,"-73.945535","40.653855"
196264,"-73.782484","43.077283"
196291,"-73.795309","40.807217"
196307,"-76.140009","43.041819"
196389,"-73.99567","40.746384"
196413,"-76.136975","43.040176"
196431,"-73.945759","40.670089"
196440,"-77.574943","43.147062"
196468,"-73.960194","40.810216"
196565,"-76.287586","42.502006"
196583,"-74.168769","40.557785"
196592,"-73.989404","40.753199"
196653,"-78.812398","42.846693"
196680,"-73.862981","42.705487"
196699,"-74.128698","41.851218"
196866,"-73.928788","42.818097"
196884,"-73.961549","40.811823"
197018,"-73.959113","40.705687"
197027,"-73.763004","40.81357"
197036,"-73.956603","41.390479"
197045,"-75.272916","43.096213"
197133,"-73.895088","41.686895"
197142,"-78.796823","42.91223"
197151,"-73.982359","40.738809"
197197,"-74.092913","40.615588"
197221,"-73.644909","40.884444"
197230,"-76.696028","42.742943"
197285,"-73.784404","41.033687"
197294,"-73.789669","41.068458"
197337,"-73.837751","40.912476"
197531,"-73.812057","43.730713"
197601,"-73.983373","40.624918"
197647,"-73.979757","40.636889"
197674,"-73.748104","41.232287"
197692,"-73.834252","40.703795"
197708,"-73.929873","40.850605"
197735,"-74.070243","41.114682"
197744,"-74.621823","41.73048"
197814,"-76.219765","36.324885"
197850,"-80.211087","35.000312"
197869,"-81.680583","36.215536"
197887,"-82.554826","35.570439"
197911,"-77.913867","35.734376"
197966,"-76.96535","35.533587"
197984,"-81.041315","35.260651"
197993,"-79.77998","36.067531"
198011,"-78.731119","34.644691"
198039,"-82.425544","35.30804"
198066,"-82.729494","35.236763"
198084,"-78.22979","34.038973"
198109,"-80.600824","35.440038"
198118,"-81.484148","35.854604"
198136,"-78.738238","35.409149"
198154,"-77.948306","34.240624"
198190,"-80.983976","35.255857"
198206,"-76.755538","34.723681"
198215,"-80.482751","35.691443"
198233,"-81.28792","35.699732"
198251,"-79.143553","35.471864"
198260,"-80.829796","35.217774"
198303,"-77.099141","36.436258"
198321,"-81.492856","35.279833"
198330,"-77.384785","34.771687"
198367,"-77.102232","35.111516"
198376,"-80.181868","35.865471"
198385,"-80.843979","35.499767"
198419,"-78.937624","36.001135"
198455,"-78.8817","35.974768"
198464,"-77.368291","35.607186"
198491,"-77.571786","35.879867"
198507,"-76.214041","36.277978"
198516,"-79.50344","36.104148"
198534,"-78.92658","35.068851"
198543,"-78.891696","35.073641"
198552,"-80.272215","36.06854"
198561,"-81.668141","35.24732"
198570,"-81.18852","35.312048"
198598,"-79.800232","36.071082"
198613,"-79.887737","36.094233"
198622,"-79.92062","35.99846"
198640,"-77.617681","36.427712"
198668,"-82.927918","35.525905"
198677,"-78.664393","35.307368"
198695,"-79.994675","35.972035"
198710,"-81.911857","35.336728"
198729,"-77.977639","34.946802"
198756,"-80.857251","35.243033"
198774,"-78.332293","35.501418"
198808,"-81.873371","36.162477"
198817,"-77.571532","35.234405"
198835,"-81.327598","35.739968"
198844,"-79.8228","36.057646"
198862,"-80.483956","35.670877"
198871,"-78.29898","36.105035"
198899,"-82.551827","35.82752"
198905,"-77.094913","35.836304"
198914,"-82.016988","35.934475"
198923,"-81.96208","35.656254"
198950,"-78.689995","35.799351"
198969,"-78.874426","35.135058"
198978,"-77.882359","34.242761"
198987,"-80.894083","35.782814"
199005,"-77.9535","35.718299"
199023,"-79.870005","35.367107"
199032,"-82.2976","35.646577"
199069,"-78.069388","35.208166"
199078,"-77.906111","34.21396"
199087,"-77.898348","35.976823"
199102,"-79.773375","36.07282"
199111,"-82.565392","35.617068"
199120,"-79.050969","35.911769"
199139,"-80.730919","35.306022"
199148,"-79.809414","36.068236"
199157,"-78.898602","35.974237"
199184,"-80.235672","36.076183"
199193,"-78.674517","35.785111"
199209,"-77.773982","36.019665"
199218,"-77.875527","34.225223"
199263,"-76.83372","35.068398"
199272,"-78.637697","35.789139"
199281,"-79.200347","34.688313"
199306,"-80.283168","35.484696"
199324,"-78.980607","36.431674"
199333,"-77.407203","35.550591"
199412,"-80.833509","35.189051"
199421,"-79.828538","35.672814"
199449,"-79.70964","34.905252"
199458,"-76.217139","36.304673"
199467,"-77.023662","36.324827"
199476,"-79.00664","34.675194"
199485,"-79.758353","36.388682"
199494,"-80.48181","35.639388"
199582,"-78.621301","35.785468"
199607,"-80.241297","36.086271"
199625,"-78.361136","34.99086"
199634,"-79.40635","35.220086"
199643,"-78.637693","35.771181"
199689,"-78.957673","35.070011"
199698,"-79.478567","34.74563"
199722,"-78.783365","34.331749"
199731,"-83.207129","35.348575"
199740,"-80.236303","35.339895"
199759,"-78.513755","35.981858"
199768,"-80.716834","36.384334"
199786,"-79.357657","36.066683"
199795,"-83.966476","35.067021"
199838,"-78.487651","36.323887"
199847,"-80.277446","36.133609"
199856,"-78.706126","35.650151"
199865,"-82.442619","35.610328"
199883,"-78.9413","36.027649"
199892,"-77.945873","35.403079"
199908,"-81.687345","35.722876"
199926,"-81.182994","36.136617"
199953,"-77.895663","35.730114"
199962,"-80.44305","34.986064"
199971,"-80.256252","36.146168"
199980,"-80.260541","36.067155"
199999,"-80.225033","36.089554"
200004,"-83.186258","35.308979"
200013,"-96.848937","46.848362"
200022,"-100.816534","46.821459"
200059,"-102.799679","46.882917"
200086,"-102.472814","47.983311"
200110,"-97.044408","47.900289"
200156,"-98.698416","46.914302"
200192,"-98.869034","48.127948"
200208,"-98.990801","47.978122"
200217,"-100.75274","46.723767"
200226,"-97.322554","47.505415"
200253,"-101.29861","48.246961"
200280,"-97.071738","47.921654"
200305,"-96.607379","46.272158"
200314,"-100.441103","48.832505"
200332,"-96.800838","46.893127"
200341,"-103.613066","48.158603"
200466,"-100.674735","46.085288"
200484,"-98.517906","46.001037"
200527,"-99.750836","48.883758"
200554,"-100.755131","46.767157"
200572,"-98.00389","46.918517"
200590,"-80.723213","41.18694"
200697,"-84.082618","39.782221"
200785,"-81.493109","41.02817"
200800,"-81.511679","41.078551"
200846,"-81.789979","40.861519"
200873,"-80.861232","40.86722"
201034,"-84.149151","40.692999"
201061,"-84.513913","39.108805"
201098,"-82.266808","40.801018"
201104,"-82.321061","40.861755"
201131,"-80.733023","41.746864"
201140,"-84.371927","39.082926"
201159,"-81.243798","41.649238"
201177,"-81.404053","40.796186"
201195,"-81.851145","41.373017"
201283,"-80.964901","40.07695"
201371,"-83.899439","40.895606"
201432,"-82.594156","41.397521"
201441,"-83.640896","41.375513"
201469,"-81.781757","41.404607"
201478,"-82.388043","38.892181"
201496,"-84.431434","39.44114"
201539,"-81.407001","40.787778"
201548,"-82.937867","39.954875"
201645,"-81.609596","41.507419"
201654,"-83.814692","39.749237"
201672,"-82.447441","40.069314"
201681,"-81.656988","41.397093"
201690,"-83.880186","39.715787"
201751,"-83.887153","39.210369"
201803,"-80.644393","41.100847"
201821,"-84.509564","39.121821"
201867,"-84.505604","39.206578"
201885,"-84.51428","39.131159"
201928,"-84.536936","39.149915"
201946,"-84.19437","39.080645"
201955,"-84.399956","39.234333"
201964,"-82.904885","39.613155"
201973,"-83.799788","39.896411"
202046,"-81.602416","41.510435"
202073,"-81.608878","41.512444"
202134,"-81.674355","41.502281"
202152,"-80.747828","40.768063"
202170,"-82.989479","39.966074"
202222,"-82.98766","39.96887"
202356,"-81.683533","41.494906"
202435,"-83.532589","41.652922"
202453,"-84.222996","39.628936"
202480,"-84.176113","39.739547"
202514,"-84.357075","41.296842"
202523,"-82.523272","40.071505"
202648,"-84.212385","40.157699"
202657,"-82.630439","41.332655"
202763,"-83.652313","41.053344"
202806,"-82.990375","39.95831"
202888,"-81.57615","41.113868"
202903,"-84.505703","39.1153"
202912,"-84.521196","39.140348"
202949,"-84.413556","39.289951"
202985,"-80.851045","40.902408"
203030,"-82.980603","40.012851"
203067,"-73.994499","40.728938"
203085,"-83.168387","41.114833"
203128,"-81.143981","41.3107"
203146,"-84.219809","40.053024"
203155,"-82.220791","39.441954"
203234,"-84.452851","39.286023"
203289,"-84.137499","39.764986"
203331,"-80.672337","40.376056"
203368,"-81.531338","41.491321"
203386,"-82.901039","40.084407"
203438,"-80.751433","41.213305"
203447,"-80.830377","41.888296"
203456,"-80.576702","40.616966"
203465,"-81.43731","40.868568"
203474,"-80.836233","41.278748"
203483,"-81.407707","40.467736"
203492,"-80.835458","40.86408"
203517,"-81.342533","41.146653"
203526,"-81.143085","41.483727"
203535,"-82.397977","40.374408"
203544,"-84.192006","39.695052"
203580,"-81.251817","41.717841"
203599,"-81.364723","41.637463"
203614,"-82.473516","38.491898"
203678,"-84.026319","40.738347"
203720,"-82.073403","41.423809"
203739,"-82.667389","41.415212"
203748,"-82.073549","41.413293"
